Ensembl_Gene_ID	Pfam
ENSG00000166796	PF02866
ENSG00000014641	PF02866
ENSG00000166800	PF02866
ENSG00000146701	PF02866
ENSG00000262847	PF02866
ENSG00000203760	PF15510
ENSG00000176393	PF17900
ENSG00000148120	PF01433
ENSG00000166825	PF11838
ENSG00000164308	PF11838
ENSG00000142327	PF17900
ENSG00000138792	PF11838
ENSG00000113441	PF11838
ENSG00000141279	PF11838
ENSG00000064313	PF01433.15
ENSG00000164307	PF11838
ENSG00000072657	PF11838
ENSG00000111144	PF17900
ENSG00000111596	PF04153
ENSG00000240891	PF00388.14
ENSG00000129810	PF07557.6
ENSG00000103150	PF17408
ENSG00000079257	PF20630
ENSG00000118849	PF20630
ENSG00000129235	PF06110
ENSG00000099940	PF05739.14
ENSG00000105538	PF00788
ENSG00000167306	PF00063
ENSG00000197535	PF00063
ENSG00000128833	PF00063
ENSG00000171772	PF15233.1
ENSG00000205078	PF15233.1
ENSG00000182473	PF03081.10
ENSG00000205642	PF15231.1
ENSG00000182583	PF15231.1
ENSG00000169059	PF15231.1
ENSG00000177504	PF15231.1
ENSG00000129862	PF15231.1
ENSG00000129864	PF15231.1
ENSG00000140992	PF14593
ENSG00000101624	PF15627
ENSG00000103034	PF03096
ENSG00000104419	PF03096
ENSG00000165795	PF03096
ENSG00000101079	PF03096
ENSG00000186166	PF14968.1
ENSG00000263192	PF14968.1
ENSG00000100744	PF05303
ENSG00000157578	PF15619.1
ENSG00000135338	PF15619.1
ENSG00000198099	PF08240
ENSG00000205758	PF00107.21
ENSG00000116353	PF08240
ENSG00000172955	PF08240
ENSG00000115129	PF08240
ENSG00000140263	PF08240
ENSG00000197894	PF08240
ENSG00000187758	PF08240
ENSG00000196344	PF08240
ENSG00000180011	PF08240
ENSG00000116791	PF08240
ENSG00000196616	PF08240
ENSG00000108828	PF13602
ENSG00000175287	PF05721
ENSG00000107537	PF05721
ENSG00000089154	PF12074.3
ENSG00000138823	PF19444
ENSG00000205883	PF13841
ENSG00000204548	PF13841
ENSG00000180483	PF14862
ENSG00000180424	PF13841
ENSG00000131068	PF13841
ENSG00000185982	PF13841
ENSG00000125903	PF13841.1
ENSG00000186146	PF13841
ENSG00000178591	PF13841
ENSG00000214643	PF13841
ENSG00000180872	PF13841
ENSG00000184276	PF13841
ENSG00000180383	PF13841
ENSG00000186579	PF13841
ENSG00000187082	PF13841
ENSG00000215545	PF13841
ENSG00000186572	PF13841
ENSG00000198129	PF13841
ENSG00000186458	PF13841
ENSG00000203970	PF13841
ENSG00000214642	PF13841
ENSG00000088782	PF13841
ENSG00000205882	PF13841
ENSG00000186562	PF13841
ENSG00000186599	PF13841
ENSG00000125788	PF13841.1
ENSG00000177684	PF13841
ENSG00000176782	PF13841
ENSG00000177023	PF13841
ENSG00000198765	PF05483.7
ENSG00000005884	PF20806
ENSG00000091409	PF20806
ENSG00000143127	PF20805
ENSG00000264162	PF20805
ENSG00000164171	PF20806
ENSG00000213949	PF20806
ENSG00000144668	PF20806
ENSG00000115232	PF20806
ENSG00000161638	PF20806
ENSG00000137809	PF20805
ENSG00000135424	PF20806
ENSG00000111859	PF08824
ENSG00000087589	PF08824
ENSG00000100842	PF12026
ENSG00000050820	PF08824
ENSG00000138604	PF21174
ENSG00000102032	PF07221.6
ENSG00000166582	PF04828
ENSG00000204538	PF15356.1
ENSG00000206459	PF15356.1
ENSG00000227246	PF15356.1
ENSG00000232127	PF15356.1
ENSG00000234605	PF15356.1
ENSG00000224544	PF15356.1
ENSG00000145050	PF20145
ENSG00000259880	PF20145
ENSG00000185267	PF20145
ENSG00000141519	PF08647.6
ENSG00000137509	PF05577
ENSG00000176978	PF05577
ENSG00000112812	PF05577
ENSG00000143416	PF05694.6
ENSG00000177352	PF15374.1
ENSG00000253276	PF15374.1
ENSG00000174196	PF15255.1
ENSG00000152726	PF15255.1
ENSG00000084652	PF09728.4
ENSG00000164440	PF09728.4
ENSG00000086712	PF09728.4
ENSG00000116649	PF17284
ENSG00000102172	PF17950
ENSG00000101997	PF21674
ENSG00000132603	PF17833
ENSG00000182747	PF03151.11
ENSG00000011143	PF07162
ENSG00000108641	PF07162
ENSG00000123810	PF07162
ENSG00000134884	PF15346.1
ENSG00000131043	PF20981
ENSG00000136152	PF04136.10
ENSG00000144747	PF12329.3
ENSG00000169241	PF03083.11
ENSG00000204388	PF00012.15
ENSG00000204389	PF00012.15
ENSG00000224501	PF00012.15
ENSG00000212866	PF00012.15
ENSG00000215328	PF00012.15
ENSG00000235941	PF00012.15
ENSG00000234475	PF00012.15
ENSG00000237724	PF00012.15
ENSG00000231555	PF00012.15
ENSG00000232804	PF00012.15
ENSG00000184867	PF04826.8
ENSG00000157343	PF04826.8
ENSG00000198932	PF04826.8
ENSG00000126947	PF04826.8
ENSG00000102401	PF04826.8
ENSG00000125962	PF04826.8
ENSG00000198960	PF04826.8
ENSG00000158301	PF04826.8
ENSG00000198908	PF04826.8
ENSG00000170632	PF04826.8
ENSG00000151474	PF11819
ENSG00000114541	PF11819
ENSG00000163362	PF11819
ENSG00000147144	PF11819
ENSG00000178750	PF00804
ENSG00000136874	PF05739.14
ENSG00000177951	PF05739.14
ENSG00000105829	PF05739.14
ENSG00000135604	PF00804
ENSG00000197651	PF15482.1
ENSG00000177728	PF00689.16
ENSG00000164047	PF00666
ENSG00000204653	PF03447
ENSG00000204140	PF12809.2
ENSG00000114993	PF08174
ENSG00000134318	PF00069
ENSG00000173442	PF10358
ENSG00000167106	PF10358
ENSG00000115504	PF10358
ENSG00000162636	PF10358
ENSG00000129596	PF05995
ENSG00000126216	PF17681
ENSG00000153575	PF17681
ENSG00000137822	PF17681
ENSG00000130640	PF17681
ENSG00000162408	PF16575
ENSG00000187398	PF15294.1
ENSG00000134812	PF01122.14
ENSG00000185339	PF14478
ENSG00000134827	PF14478
ENSG00000120800	PF20416
ENSG00000206286	PF04129.7
ENSG00000236014	PF04129.7
ENSG00000228425	PF04129.7
ENSG00000224455	PF04129.7
ENSG00000223501	PF04129.7
ENSG00000225590	PF04129.7
ENSG00000138095	PF01535.15
ENSG00000106246	PF01535.15
ENSG00000141252	PF04100.7
ENSG00000125864	PF00038.16
ENSG00000173908	PF00038.16
ENSG00000182253	PF00038.16
ENSG00000186847	PF00038.16
ENSG00000131738	PF00038.16
ENSG00000171401	PF00038.16
ENSG00000197079	PF00038.16
ENSG00000171446	PF00038.16
ENSG00000006059	PF00038.16
ENSG00000108244	PF00038.16
ENSG00000263309	PF00038.16
ENSG00000169991	PF00038.16
ENSG00000167916	PF00038.16
ENSG00000170819	PF00038.16
ENSG00000171346	PF00038.16
ENSG00000131737	PF00038.16
ENSG00000171403	PF00038.16
ENSG00000108759	PF00038.16
ENSG00000111057	PF00038.16
ENSG00000204897	PF00038.16
ENSG00000187242	PF00038.16
ENSG00000263243	PF00038.16
ENSG00000108417	PF00038.16
ENSG00000171345	PF00038.16
ENSG00000171360	PF00038.16
ENSG00000167767	PF00038.16
ENSG00000132688	PF00038.16
ENSG00000113368	PF00932
ENSG00000128422	PF00038.16
ENSG00000094796	PF00038.16
ENSG00000126337	PF00038.16
ENSG00000186393	PF00038.16
ENSG00000186395	PF00038.16
ENSG00000186832	PF00038.16
ENSG00000171431	PF00038.16
ENSG00000263057	PF00038.16
ENSG00000162520	PF00038.16
ENSG00000160789	PF00932
ENSG00000204889	PF00038.16
ENSG00000262845	PF00038.16
ENSG00000100285	PF00038.16
ENSG00000196859	PF00038.16
ENSG00000262164	PF00038.16
ENSG00000213424	PF00038.16
ENSG00000176619	PF00932
ENSG00000204444	PF11032
ENSG00000206409	PF11032
ENSG00000227567	PF11032
ENSG00000224290	PF11032
ENSG00000235754	PF11032
ENSG00000231974	PF11032
ENSG00000226215	PF11032
ENSG00000068097	PF13251.1
ENSG00000254685	PF07959.7
ENSG00000164190	PF12765.2
ENSG00000162006	PF06060.7
ENSG00000102854	PF06060.7
ENSG00000204104	PF10243
ENSG00000198467	PF00261.15
ENSG00000140416	PF00261.15
ENSG00000167460	PF00261.15
ENSG00000143549	PF00261.15
ENSG00000157191	PF07933
ENSG00000089818	PF07933
ENSG00000128165	PF00214.14
ENSG00000128203	PF05118
ENSG00000174939	PF05118
ENSG00000143367	PF15328.1
ENSG00000187672	PF10174.4
ENSG00000082805	PF10174.4
ENSG00000198841	PF08433
ENSG00000179988	PF08433
ENSG00000152595	PF07175.6
ENSG00000143951	PF11768.3
ENSG00000100416	PF20259
ENSG00000147813	PF17956
ENSG00000140506	PF03388
ENSG00000114988	PF03388
ENSG00000074695	PF03388
ENSG00000169223	PF03388
ENSG00000167118	PF09138
ENSG00000150275	PF18432
ENSG00000079112	PF00028
ENSG00000166341	PF00028
ENSG00000107736	PF00028
ENSG00000196159	PF02210
ENSG00000086570	PF02210
ENSG00000083857	PF02210
ENSG00000165194	PF08266
ENSG00000136099	PF08266
ENSG00000197410	PF00028
ENSG00000118946	PF08266
ENSG00000074276	PF00028
ENSG00000128536	PF00028
ENSG00000165323	PF02210
ENSG00000113555	PF08266
ENSG00000197991	PF00028
ENSG00000165731	PF17813
ENSG00000140945	PF08758
ENSG00000148600	PF00028
ENSG00000166589	PF00028
ENSG00000124215	PF00028
ENSG00000189184	PF08266
ENSG00000187492	PF00028
ENSG00000171793	PF00117
ENSG00000047230	PF00117
ENSG00000215915	PF12037
ENSG00000160072	PF12037
ENSG00000197785	PF12037
ENSG00000102390	PF04669
ENSG00000071859	PF04921
ENSG00000145945	PF04921
ENSG00000198380	PF13522
ENSG00000131459	PF13522
ENSG00000142530	PF12480
ENSG00000170613	PF12480
ENSG00000205085	PF12480
ENSG00000180219	PF12480
ENSG00000180043	PF12480
ENSG00000172717	PF12480
ENSG00000135248	PF12480
ENSG00000162771	PF12480
ENSG00000151704	PF17655
ENSG00000162989	PF17655
ENSG00000168135	PF17655
ENSG00000157551	PF17655
ENSG00000162728	PF17655
ENSG00000157542	PF17655
ENSG00000177807	PF17655
ENSG00000120457	PF17655
ENSG00000115474	PF17655
ENSG00000187486	PF17655
ENSG00000153822	PF17655
ENSG00000182324	PF17655
ENSG00000121361	PF17655
ENSG00000198646	PF13820
ENSG00000240563	PF02994
ENSG00000151445	PF09787.4
ENSG00000066455	PF09787.4
ENSG00000167994	PF06428.6
ENSG00000127328	PF06428.6
ENSG00000129151	PF06155
ENSG00000185973	PF06155
ENSG00000177150	PF06916
ENSG00000124098	PF06916
ENSG00000130707	PF20979
ENSG00000125731	PF00017
ENSG00000111300	PF09797.4
ENSG00000175505	PF06875
ENSG00000257949	PF15490
ENSG00000164815	PF14630
ENSG00000232126	PF06623.6
ENSG00000223980	PF06623.6
ENSG00000206450	PF06623.6
ENSG00000229215	PF06623.6
ENSG00000224320	PF06623.6
ENSG00000228299	PF06623.6
ENSG00000223532	PF06623.6
ENSG00000224608	PF06623.6
ENSG00000231834	PF06623.6
ENSG00000206505	PF06623.6
ENSG00000206435	PF06623.6
ENSG00000206452	PF06623.6
ENSG00000235657	PF06623.6
ENSG00000228964	PF06623.6
ENSG00000237022	PF06623.6
ENSG00000225691	PF06623.6
ENSG00000134153	PF09430
ENSG00000174886	PF02466.14
ENSG00000128294	PF13469
ENSG00000169902	PF13469
ENSG00000132182	PF02368
ENSG00000143552	PF02368
ENSG00000047410	PF07926.7
ENSG00000151065	PF16741
ENSG00000166025	PF12240.3
ENSG00000114019	PF12240.3
ENSG00000126016	PF12240.3
ENSG00000182899	PF01247
ENSG00000100023	PF00160
ENSG00000133980	PF01527.15
ENSG00000165102	PF07786
ENSG00000114391	PF01246
ENSG00000137876	PF01246
ENSG00000196433	PF16864
ENSG00000169093	PF16864
ENSG00000188783	PF01462.13
ENSG00000162494	PF01462.13
ENSG00000198739	PF01462.13
ENSG00000220008	PF07679
ENSG00000162763	PF01462.13
ENSG00000174482	PF07679
ENSG00000168140	PF00008
ENSG00000173114	PF00041
ENSG00000183908	PF01462.13
ENSG00000131409	PF07679
ENSG00000145293	PF00702
ENSG00000123349	PF02996.12
ENSG00000105176	PF02996.12
ENSG00000126756	PF02996.12
ENSG00000155959	PF02996.12
ENSG00000141452	PF07035
ENSG00000182196	PF10500.4
ENSG00000185674	PF01464.15
ENSG00000170927	PF10162
ENSG00000147912	PF12937
ENSG00000171241	PF13229.1
ENSG00000157060	PF13229.1
ENSG00000205038	PF07691
ENSG00000137078	PF15330.1
ENSG00000178950	PF10409
ENSG00000116675	PF10409
ENSG00000132958	PF10409
ENSG00000171862	PF10409
ENSG00000166157	PF10409
ENSG00000148948	PF07679
ENSG00000175928	PF07679
ENSG00000165379	PF13927
ENSG00000043514	PF01715
ENSG00000155115	PF10419
ENSG00000100297	PF17855
ENSG00000166508	PF17855
ENSG00000076003	PF18263
ENSG00000125885	PF17855
ENSG00000104738	PF21128
ENSG00000112118	PF17855
ENSG00000168434	PF10191.4
ENSG00000156802	PF17862
ENSG00000124587	PF00004
ENSG00000171763	PF17862
ENSG00000119778	PF17862
ENSG00000013275	PF16450
ENSG00000163918	PF08542
ENSG00000100519	PF16450
ENSG00000165916	PF16450
ENSG00000145375	PF17862
ENSG00000071539	PF00004
ENSG00000111445	PF08542
ENSG00000138138	PF17862
ENSG00000161057	PF21236
ENSG00000186625	PF21126
ENSG00000119541	PF09336
ENSG00000132321	PF00004
ENSG00000100764	PF16450
ENSG00000176208	PF00004
ENSG00000102781	PF21126
ENSG00000087191	PF16450
ENSG00000049541	PF08542
ENSG00000261911	PF08542
ENSG00000165280	PF02933
ENSG00000132612	PF09336
ENSG00000127980	PF09263
ENSG00000143748	PF17862
ENSG00000132436	PF09336
ENSG00000073969	PF02933
ENSG00000136758	PF01434
ENSG00000074582	PF08740
ENSG00000127586	PF00004
ENSG00000167216	PF08513
ENSG00000182263	PF09336
ENSG00000085840	PF17872
ENSG00000021574	PF09336
ENSG00000128641	PF06017
ENSG00000157483	PF06017
ENSG00000166866	PF06017
ENSG00000174527	PF06017
ENSG00000176658	PF06017
ENSG00000197879	PF06017
ENSG00000142347	PF06017
ENSG00000262149	PF06017
ENSG00000136286	PF06017
ENSG00000152620	PF01513
ENSG00000008130	PF20143
ENSG00000050426	PF07766
ENSG00000168924	PF07766
ENSG00000179636	PF05517
ENSG00000171368	PF05517
ENSG00000159713	PF05517
ENSG00000204420	PF15096
ENSG00000206396	PF15096
ENSG00000228090	PF15096
ENSG00000224393	PF15096
ENSG00000237459	PF15096
ENSG00000230060	PF15096
ENSG00000231003	PF15096
ENSG00000126214	PF09311.6
ENSG00000177548	PF03528.10
ENSG00000104892	PF09311.6
ENSG00000174996	PF09311.6
ENSG00000137171	PF09311.6
ENSG00000029725	PF03528.10
ENSG00000141002	PF04910.9
ENSG00000184640	PF00735
ENSG00000261843	PF00735
ENSG00000180096	PF00735
ENSG00000164402	PF00735
ENSG00000138758	PF00735
ENSG00000108387	PF00735
ENSG00000125354	PF00735
ENSG00000140623	PF00735
ENSG00000184702	PF00735
ENSG00000168385	PF00735
ENSG00000100167	PF00735
ENSG00000154997	PF00735
ENSG00000186522	PF00735
ENSG00000122545	PF00735
ENSG00000159289	PF15070.1
ENSG00000183629	PF15070.1
ENSG00000153684	PF15070.1
ENSG00000215186	PF15070.1
ENSG00000153666	PF15070.1
ENSG00000261794	PF15070.1
ENSG00000140478	PF15070.1
ENSG00000174450	PF15070.1
ENSG00000179938	PF15070.1
ENSG00000197978	PF15070.1
ENSG00000205281	PF15070.1
ENSG00000215252	PF15070.1
ENSG00000167110	PF15070.1
ENSG00000167195	PF15070.1
ENSG00000175265	PF15070.1
ENSG00000007202	PF10351.4
ENSG00000004766	PF10474.4
ENSG00000108947	PF00812
ENSG00000143590	PF00812
ENSG00000169242	PF00812
ENSG00000090776	PF00812
ENSG00000099617	PF00812
ENSG00000243364	PF00812
ENSG00000125266	PF00812
ENSG00000184349	PF00812
ENSG00000198301	PF21638
ENSG00000169894	PF01390.15
ENSG00000169953	PF00447
ENSG00000172468	PF00447
ENSG00000102878	PF00447
ENSG00000171116	PF00447
ENSG00000171129	PF00447
ENSG00000176160	PF00447
ENSG00000179981	PF12756.2
ENSG00000121297	PF13912
ENSG00000182463	PF12756.2
ENSG00000091656	PF12874
ENSG00000136367	PF00046
ENSG00000172426	PF04712.7
ENSG00000206104	PF11759.3
ENSG00000186930	PF11759.3
ENSG00000089289	PF04177.7
ENSG00000140521	PF18136
ENSG00000173818	PF04493
ENSG00000120306	PF12734.2
ENSG00000213214	PF15441.1
ENSG00000050327	PF00621
ENSG00000166783	PF19687
ENSG00000137404	PF07298.6
ENSG00000206484	PF07298.6
ENSG00000234809	PF07298.6
ENSG00000228854	PF07298.6
ENSG00000236843	PF07298.6
ENSG00000228867	PF07298.6
ENSG00000235773	PF07298.6
ENSG00000151849	PF07202.8
ENSG00000070761	PF05018
ENSG00000161996	PF05018
ENSG00000141503	PF00069
ENSG00000166887	PF10367
ENSG00000104814	PF00069
ENSG00000198752	PF00130
ENSG00000012983	PF00069
ENSG00000071054	PF00069
ENSG00000123572	PF00069
ENSG00000154310	PF00069
ENSG00000011566	PF00069
ENSG00000168067	PF00069
ENSG00000184956	PF08742
ENSG00000146839	PF12714
ENSG00000205592	PF08742
ENSG00000188162	PF05270
ENSG00000146530	PF00094
ENSG00000196663	PF06462.7
ENSG00000128917	PF21700
ENSG00000101384	PF21700
ENSG00000198719	PF21700
ENSG00000090932	PF07657
ENSG00000184916	PF21700
ENSG00000104321	PF00520.26
ENSG00000187688	PF12796.2
ENSG00000111199	PF00520.26
ENSG00000167723	PF12796.2
ENSG00000165125	PF12796.2
ENSG00000122986	PF00520.26
ENSG00000127412	PF12796.2
ENSG00000261264	PF12796.2
ENSG00000143624	PF10189.4
ENSG00000131188	PF11669.3
ENSG00000086827	PF06248.8
ENSG00000204536	PF07111.7
ENSG00000206355	PF07111.7
ENSG00000206457	PF07111.7
ENSG00000234114	PF07111.7
ENSG00000135111	PF20627
ENSG00000121068	PF20627
ENSG00000174945	PF07998.6
ENSG00000169474	PF02389.10
ENSG00000184148	PF02389.10
ENSG00000169469	PF02389.10
ENSG00000163209	PF02389.10
ENSG00000158825	PF00383
ENSG00000213638	PF00383
ENSG00000102543	PF00383
ENSG00000129187	PF00383
ENSG00000112514	PF03091
ENSG00000226492	PF03091
ENSG00000152942	PF03215
ENSG00000128891	PF14989.1
ENSG00000159593	PF00899
ENSG00000126261	PF14732
ENSG00000124217	PF00581
ENSG00000182179	PF16191
ENSG00000081307	PF00899
ENSG00000142230	PF00899
ENSG00000033178	PF16191
ENSG00000144744	PF08825
ENSG00000130985	PF16191
ENSG00000197548	PF16420
ENSG00000112685	PF01833
ENSG00000102710	PF12090
ENSG00000162913	PF15381.1
ENSG00000007341	PF04184.7
ENSG00000004866	PF04184.7
ENSG00000186367	PF06789
ENSG00000169330	PF06789
ENSG00000170854	PF20514
ENSG00000072080	PF07448
ENSG00000100526	PF05706
ENSG00000181013	PF15548.1
ENSG00000141068	PF20406
ENSG00000171435	PF20406
ENSG00000100462	PF17286
ENSG00000160310	PF05175
ENSG00000165566	PF09422.5
ENSG00000178171	PF09422.5
ENSG00000184675	PF09422.5
ENSG00000123739	PF06951
ENSG00000138308	PF06951
ENSG00000119929	PF03932
ENSG00000091592	PF13553
ENSG00000105483	PF13553
ENSG00000174842	PF08568.5
ENSG00000115145	PF00018
ENSG00000136738	PF00018
ENSG00000260045	PF00018
ENSG00000185359	PF12210
ENSG00000175662	PF03127
ENSG00000100284	PF03127
ENSG00000141198	PF03127
ENSG00000153201	PF12185
ENSG00000031823	PF00638
ENSG00000093000	PF08911
ENSG00000099901	PF00638
ENSG00000164188	PF00638
ENSG00000168234	PF10300.4
ENSG00000085831	PF10300.4
ENSG00000155158	PF10300.4
ENSG00000130592	PF02029.10
ENSG00000122786	PF02029.10
ENSG00000064419	PF08389.7
ENSG00000169180	PF08389.7
ENSG00000117408	PF08389.7
ENSG00000082898	PF08389.7
ENSG00000113048	PF10037.4
ENSG00000049883	PF10037.4
ENSG00000156253	PF05773
ENSG00000013392	PF05773
ENSG00000187838	PF03803
ENSG00000163746	PF03803
ENSG00000114698	PF03803
ENSG00000231213	PF03803
ENSG00000188313	PF03803
ENSG00000145819	PF16746
ENSG00000095627	PF01753
ENSG00000106524	PF01753
ENSG00000135766	PF01753
ENSG00000144504	PF01753
ENSG00000066185	PF01753
ENSG00000004838	PF01753
ENSG00000166343	PF20179
ENSG00000141497	PF20179
ENSG00000165724	PF13392
ENSG00000071994	PF04194
ENSG00000064995	PF04719
ENSG00000100889	PF17297
ENSG00000124253	PF17297
ENSG00000132481	PF13445
ENSG00000152503	PF18568
ENSG00000130159	PF14784
ENSG00000106399	PF08661
ENSG00000169689	PF09415
ENSG00000167525	PF05826
ENSG00000100078	PF05826
ENSG00000122218	PF04053.9
ENSG00000158966	PF08399.6
ENSG00000115970	PF10350
ENSG00000214900	PF15422.1
ENSG00000214595	PF03451.9
ENSG00000149499	PF03451.9
ENSG00000125746	PF03451.9
ENSG00000165521	PF03451.9
ENSG00000143924	PF03451.9
ENSG00000066629	PF03451.9
ENSG00000137275	PF07714
ENSG00000127666	PF17798
ENSG00000129465	PF00069
ENSG00000124256	PF02295
ENSG00000152492	PF15295.1
ENSG00000156194	PF00149
ENSG00000086717	PF00149
ENSG00000011485	PF00149
ENSG00000138684	PF02372
ENSG00000164136	PF02372
ENSG00000109881	PF13904.1
ENSG00000151967	PF10148.4
ENSG00000100395	PF02820
ENSG00000198945	PF02820
ENSG00000011258	PF02820
ENSG00000183833	PF14738
ENSG00000181982	PF09789.4
ENSG00000125414	PF02736
ENSG00000128849	PF01576.14
ENSG00000144821	PF02736
ENSG00000109063	PF02736
ENSG00000264424	PF02736
ENSG00000100345	PF02736
ENSG00000109061	PF02736
ENSG00000197616	PF02736
ENSG00000133026	PF02736
ENSG00000006788	PF02736
ENSG00000196535	PF00063
ENSG00000133020	PF02736
ENSG00000078814	PF02736
ENSG00000105357	PF02736
ENSG00000133392	PF02736
ENSG00000092054	PF02736
ENSG00000143375	PF01576.14
ENSG00000188611	PF04734
ENSG00000072444	PF04734.8
ENSG00000204147	PF17048
ENSG00000171864	PF11466
ENSG00000214338	PF11365.3
ENSG00000090060	PF20750
ENSG00000111335	PF10421
ENSG00000218823	PF20750
ENSG00000089127	PF10421
ENSG00000115421	PF20750
ENSG00000111331	PF10421
ENSG00000105289	PF00625
ENSG00000082126	PF02828
ENSG00000075711	PF09058
ENSG00000167535	PF12052
ENSG00000165995	PF12052
ENSG00000081026	PF00625
ENSG00000147044	PF02828
ENSG00000067191	PF12052
ENSG00000143774	PF00625
ENSG00000130830	PF00625
ENSG00000082458	PF10600
ENSG00000105926	PF02828
ENSG00000072415	PF09060
ENSG00000151276	PF00625
ENSG00000108852	PF02828
ENSG00000132535	PF10608
ENSG00000150054	PF02828
ENSG00000182389	PF12052
ENSG00000187391	PF00625
ENSG00000161647	PF02828
ENSG00000119139	PF00625
ENSG00000150672	PF10608
ENSG00000183146	PF08333.6
ENSG00000198356	PF02374
ENSG00000101343	PF02184.11
ENSG00000118094	PF01204.13
ENSG00000152582	PF06294
ENSG00000101222	PF06294
ENSG00000150628	PF06294
ENSG00000166266	PF10557
ENSG00000176248	PF08672
ENSG00000055130	PF10557
ENSG00000139842	PF10557
ENSG00000036257	PF10557
ENSG00000151893	PF00888.17
ENSG00000108094	PF10557
ENSG00000158290	PF10557
ENSG00000163738	PF02882
ENSG00000065911	PF02882
ENSG00000061337	PF06818.10
ENSG00000107816	PF06818.10
ENSG00000145911	PF06818.10
ENSG00000163521	PF21467
ENSG00000170266	PF21467
ENSG00000149328	PF21467
ENSG00000166105	PF21467
ENSG00000163026	PF15390.1
ENSG00000115307	PF02845
ENSG00000078902	PF02845
ENSG00000159461	PF18442
ENSG00000157625	PF02845
ENSG00000055208	PF02845
ENSG00000180891	PF02845
ENSG00000100325	PF02845
ENSG00000107874	PF02845
ENSG00000005108	PF19028
ENSG00000126759	PF00090
ENSG00000178031	PF08686
ENSG00000144229	PF19028
ENSG00000143341	PF07474
ENSG00000112761	PF19035
ENSG00000266134	PF19035
ENSG00000100767	PF08686
ENSG00000187720	PF08686
ENSG00000143382	PF08686
ENSG00000039537	PF21288
ENSG00000197859	PF08686
ENSG00000145808	PF19030
ENSG00000158859	PF19236
ENSG00000156218	PF08686
ENSG00000136114	PF00090
ENSG00000112936	PF21330
ENSG00000154736	PF19236
ENSG00000160323	PF19236
ENSG00000260099	PF19236
ENSG00000113600	PF01823
ENSG00000101230	PF03782
ENSG00000146374	PF19028
ENSG00000169218	PF15913
ENSG00000157131	PF21195
ENSG00000100593	PF03782
ENSG00000057663	PF20638
ENSG00000125107	PF16418
ENSG00000132464	PF15362.1
ENSG00000106290	PF02969
ENSG00000162227	PF02969
ENSG00000197780	PF02269
ENSG00000196284	PF02269
ENSG00000169085	PF15505
ENSG00000153107	PF21282
ENSG00000119471	PF02036
ENSG00000116171	PF02036
ENSG00000132631	PF02036
ENSG00000183207	PF17856
ENSG00000175792	PF17856
ENSG00000112530	PF10274.4
ENSG00000163138	PF10274.4
ENSG00000060762	PF03650.8
ENSG00000143158	PF03650.8
ENSG00000120656	PF03847
ENSG00000149435	PF01019
ENSG00000133475	PF01019
ENSG00000183038	PF01019
ENSG00000167741	PF01019
ENSG00000131067	PF01019
ENSG00000099998	PF01019
ENSG00000100121	PF01019
ENSG00000100031	PF01019
ENSG00000099783	PF00076
ENSG00000126950	PF13564.1
ENSG00000168538	PF12742
ENSG00000114125	PF12678
ENSG00000100387	PF12678
ENSG00000177710	PF00892.15
ENSG00000236396	PF00892.15
ENSG00000118420	PF09814
ENSG00000158104	PF00903
ENSG00000135249	PF04437.8
ENSG00000165434	PF02880
ENSG00000013375	PF21405
ENSG00000169299	PF02880
ENSG00000079739	PF02880
ENSG00000137845	PF21299
ENSG00000111647	PF12624
ENSG00000065060	PF12624
ENSG00000214262	PF14915.1
ENSG00000135976	PF12796.2
ENSG00000132498	PF12796.2
ENSG00000181626	PF12796.2
ENSG00000166351	PF12796.2
ENSG00000183148	PF12796.2
ENSG00000174501	PF12796.2
ENSG00000196774	PF12796.2
ENSG00000180777	PF12796.2
ENSG00000172014	PF12796.2
ENSG00000148513	PF12796.2
ENSG00000142655	PF04695
ENSG00000095319	PF21094
ENSG00000145191	PF02020.13
ENSG00000136261	PF02020.13
ENSG00000082153	PF02020.13
ENSG00000181789	PF16381
ENSG00000213983	PF02883
ENSG00000081014	PF14807
ENSG00000129083	PF14806
ENSG00000006125	PF09066
ENSG00000100280	PF09066
ENSG00000134262	PF09066
ENSG00000166747	PF02883
ENSG00000101474	PF03088.11
ENSG00000117713	PF01388
ENSG00000049618	PF01388
ENSG00000162882	PF06052
ENSG00000130706	PF16550
ENSG00000197329	PF20723
ENSG00000174516	PF20723
ENSG00000139946	PF20723
ENSG00000095752	PF07400
ENSG00000070061	PF04762.7
ENSG00000074201	PF03517
ENSG00000074054	PF12348.3
ENSG00000163539	PF12348.3
ENSG00000175216	PF12348.3
ENSG00000189350	PF12348.3
ENSG00000167566	PF15246.1
ENSG00000176771	PF15246.1
ENSG00000156110	PF00294
ENSG00000138030	PF00294
ENSG00000171174	PF00294
ENSG00000090402	PF21365
ENSG00000257335	PF21365
ENSG00000259858	PF21365
ENSG00000164976	PF21365
ENSG00000089597	PF21365
ENSG00000171298	PF21365
ENSG00000214013	PF21365
ENSG00000104356	PF08170
ENSG00000184967	PF03914.12
ENSG00000115816	PF03914.12
ENSG00000151611	PF03308
ENSG00000138663	PF18420
ENSG00000108671	PF18503
ENSG00000104408	PF21357
ENSG00000111652	PF18392
ENSG00000144524	PF18392
ENSG00000185627	PF01399
ENSG00000149100	PF18005
ENSG00000126226	PF01399
ENSG00000141030	PF21215
