ensembl_gene_id,refseq_ids,uniprot_ids,gen_symbol,ensembl_prot_id,uniprot_ensembl_id,gene_age
ENSG00000156234,NP_001358487.1,O43927,CXCL13,ENSP00000507688.1,O43927,168
ENSG00000124198,NP_006411.2,Q9Y6D5,ARFGEF2,ENSP00000360985.4,Q9Y6D5,4290
ENSG00000066777,NP_006412.2,Q9Y6D6,ARFGEF1,ENSP00000262215.3,Q9Y6D6,4290
ENSG00000111254,NP_001265238.2,O75969,AKAP3,ENSP00000228850.1,O75969,332
ENSG00000105404,NP_006414.2,Q9UI14,RABAC1,ENSP00000222008.5,Q9UI14,1488
ENSG00000157765,NP_006415.3,O95436,SLC34A2,ENSP00000371483.3,O95436,950
ENSG00000164609,NP_006416.3,O95391,SLU7,ENSP00000297151.4,O95391,1714
ENSG00000151640,NP_006417.2,O14531,DPYSL4,ENSP00000339850.3,O14531,544
ENSG00000184990,NP_006418.2,O15304,SIVA1,ENSP00000329213.6,O15304,680
ENSG00000086504,NP_006419.2,Q13084,MRPL28,ENSP00000199706.7,Q13084,1488
ENSG00000135624,NP_006420.1,Q99832,CCT7,ENSP00000258091.5,Q99832,4290
ENSG00000115484,NP_006421.2,P50991,CCT4,ENSP00000377958.3,P50991,4290
ENSG00000166226,NP_006422.1,P78371,CCT2,ENSP00000299300.6,P78371,4290
ENSG00000119655,NP_006423.1,P61916,NPC2,ENSP00000451112.2,P61916,1064
ENSG00000115523,NP_006424.2,P22749,GNLY,ENSP00000263863.5,P22749,101
ENSG00000138162,NP_996744.4,O95359,TACC2,ENSP00000358001.1,O95359,645
ENSG00000095637,NP_001030126.2,Q9BX66,SORBS1,ENSP00000360293.2,Q9BX66,645
ENSG00000185201,NP_006426.2,Q01629,IFITM2,ENSP00000484689.1,Q01629,645
ENSG00000184374,NP_006429.2,Q9Y6Z7,COLEC10,ENSP00000332723.2,Q9Y6Z7,680
ENSG00000130714,NP_001070833.1,Q9Y6A1,POMT1,ENSP00000385797.4,Q9Y6A1,1292
ENSG00000181541,NP_006430.1,Q9Y586,MAB21L2,ENSP00000324701.4,Q9Y586,382
ENSG00000184470,NP_006431.2,Q9NNW7,TXNRD2,ENSP00000383365.1,Q9NNW7,645
ENSG00000136371,NP_006432.1,P49914,MTHFS,ENSP00000258874.4,P49914,3
ENSG00000175550,NP_006433.2,Q14919,DRAP1,ENSP00000307850.2,Q14919,1488
ENSG00000079689,NP_008929.2,O76038,SCGN,ENSP00000367197.2,O76038,645
ENSG00000112667,NP_006434.1,O43598,DNPH1,ENSP00000230431.7,O43598,168
ENSG00000136824,NP_006435.2,O95347,SMC2,ENSP00000363925.3,O95347,4290
ENSG00000174231,NP_006436.3,Q6P2Q9,PRPF8,ENSP00000304350.6,Q6P2Q9,4290
ENSG00000134398,NP_150296.4,Q76MJ5,ERN2,ENSP00000256797.5,Q76MJ5,382
ENSG00000256060,NP_001342133.1,P0DI82,TRAPPC2B,ENSP00000442778.1,P0DI82,454
ENSG00000100591,NP_036243.1,O95433,AHSA1,ENSP00000216479.3,O95433,645
ENSG00000134538,NP_006437.3,Q9Y6L6,SLCO1B1,ENSP00000256958.2,Q9Y6L6,382
ENSG00000156256,NP_006438.1,Q9Y5T5,USP16,ENSP00000382858.2,Q9Y5T5,4290
ENSG00000163171,NP_006440.2,Q9UKI2,CDC42EP3,ENSP00000295324.3,Q9UKI2,645
ENSG00000160999,NP_001346157.1,O14492,SH2B2,ENSP00000401883.3,O14492,810
ENSG00000172239,NP_006442.2,Q9H074,PAIP1,ENSP00000302768.3,Q9H074,950
ENSG00000128050,NP_001072992.1,P22234,PAICS,ENSP00000421096.1,P22234,950
ENSG00000183751,NP_006444.2,Q12788,TBL3,ENSP00000454836.1,Q12788,4290
ENSG00000123933,NP_006445.1,Q14582,MXD4,ENSP00000337889.2,Q14582,987
ENSG00000141696,NP_006446.1,Q92791,P3H4,ENSP00000377505.1,Q92791,680
ENSG00000070731,NP_006447.2,Q9UJ37,ST6GALNAC2,ENSP00000225276.4,Q9UJ37,454
ENSG00000163110,NP_006448.5,Q96HC4,PDLIM5,ENSP00000321746.4,Q96HC4,886
ENSG00000110171,NP_150594.2,O75382,TRIM3,ENSP00000340797.3,O75382,454
ENSG00000107566,NP_006450.2,O75477,ERLIN1,ENSP00000410964.2,O75477,987
ENSG00000186834,NP_006451.1,O94992,HEXIM1,ENSP00000328773.3,O94992,645
ENSG00000076382,NP_006452.3,Q96R06,SPAG5,ENSP00000323300.5,Q96R06,382
ENSG00000125826,NP_112506.2,Q9BYM8,RBCK1,ENSP00000348632.6,Q9BYM8,886
ENSG00000124356,NP_998787.1,O95630,STAMBP,ENSP00000377633.2,O95630,1488
ENSG00000152291,NP_006455.2,O43493,TGOLN2,ENSP00000366603.3,O43493,454
ENSG00000179361,NP_006456.1,Q8IVW6,ARID3B,ENSP00000343126.5,Q8IVW6,680
ENSG00000132664,NP_006457.2,Q9H1D9,POLR3F,ENSP00000366828.4,Q9H1D9,4290
ENSG00000113356,NP_006458.2,O15318,POLR3G,ENSP00000498469.1,O15318,55
ENSG00000186141,NP_006459.3,Q9BUI4,POLR3C,ENSP00000334564.3,Q9BUI4,1714
ENSG00000116679,NP_006460.2,Q9Y6Y0,IVNS1ABP,ENSP00000356468.3,Q9Y6Y0,886
ENSG00000221926,NP_001335048.1,O95361,TRIM16,ENSP00000497185.2,O95361,544
ENSG00000101608,NP_006462.1,P19105,MYL12A,ENSP00000217652.3,P19105,645
ENSG00000265972,NP_006463.3,Q9H3M7,TXNIP,ENSP00000462521.1,Q9H3M7,544
ENSG00000162227,NP_006464.1,Q9Y6J9,TAF6L,ENSP00000294168.3,Q9Y6J9,1488
ENSG00000162493,NP_006465.4,Q86YL7,PDPN,ENSP00000478125.1,Q86YL7,132
ENSG00000133110,NP_006466.2,Q15063,POSTN,ENSP00000369071.4,Q15063,886
ENSG00000167283,NP_006467.4,O75964,ATP5MG,ENSP00000300688.3,O75964,645
ENSG00000100276,NP_006468.1,Q92737,RASL10A,ENSP00000216101.6,Q92737,382
ENSG00000185340,NP_001349914.1,A0A5E8,GAS2L1,ENSP00000478908.1,A0A5E8,645
ENSG00000111247,NP_006470.1,Q96B01,RAD51AP1,ENSP00000309479.7,Q96B01,544
ENSG00000169220,NP_006471.2,O43566,RGS14,ENSP00000386229.3,O43566,544
ENSG00000243709,NP_066277.1,O75610,LEFTY1,ENSP00000272134.5,O75610,680
ENSG00000070367,NP_006535.1,O00471,EXOC5,ENSP00000484855.1,O00471,1488
ENSG00000114388,NP_006536.3,Q8WTW4,NPRL2,ENSP00000232501.3,Q8WTW4,1488
ENSG00000159217,NP_006537.3,Q9NZI8,IGF2BP1,ENSP00000290341.3,Q9NZI8,332
ENSG00000136231,NP_006538.2,O00425,IGF2BP3,ENSP00000258729.3,O00425,987
ENSG00000073792,NP_006539.3,Q9Y6M1,IGF2BP2,ENSP00000371634.3,Q9Y6M1,987
ENSG00000110931,NP_001257414.1,Q96RR4,CAMKK2,ENSP00000384600.3,Q96RR4,332
ENSG00000124935,NP_006542.1,O95969,SCGB1D2,ENSP00000244926.3,O95969,244
ENSG00000168515,NP_006543.1,O95968,SCGB1D1,ENSP00000303070.3,O95968,244
ENSG00000141391,NP_001135877.1,Q96N28,PRELID3A,ENSP00000404700.1,Q96N28,1064
ENSG00000128654,NP_006545.1,O75431,MTX2,ENSP00000249442.6,O75431,645
ENSG00000106636,NP_006546.1,O15498,YKT6,ENSP00000223369.2,O15498,4290
ENSG00000167642,NP_066925.1,O43291,SPINT2,ENSP00000301244.5,O43291,987
ENSG00000163344,NP_006547.1,Q15126,PMVK,ENSP00000357452.3,Q15126,987
ENSG00000173253,NP_870987.2,Q9Y5R5,DMRT2,ENSP00000350865.2,Q9Y5R5,680
ENSG00000131773,NP_006549.1,O75525,KHDRBS3,ENSP00000348108.5,O75525,645
ENSG00000121774,NP_006550.1,Q07666,KHDRBS1,ENSP00000313829.7,Q07666,645
ENSG00000149187,NP_001363305.1,G5EA30,CELF1,ENSP00000508525.1,G5EA30,987
ENSG00000048740,NP_001313271.1,E9PC62,CELF2,ENSP00000488690.1,E9PC62,680
ENSG00000138136,NP_006553.2,P52954,LBX1,ENSP00000359212.2,P52954,645
ENSG00000105610,NP_006554.1,Q13351,KLF1,ENSP00000264834.3,Q13351,1292
ENSG00000172215,NP_006555.1,O00574,CXCR6,ENSP00000304414.4,O00574,544
ENSG00000102974,NP_006556.1,P49711,CTCF,ENSP00000264010.4,P49711,645
ENSG00000204296,NP_001273403.1,Q5SRN2,TSBP1,ENSP00000431199.1,Q5SRN2,132
ENSG00000150637,NP_001290547.1,Q15762,CD226,ENSP00000461947.1,Q15762,454
ENSG00000145982,NP_006558.1,O95363,FARS2,ENSP00000274680.4,O95363,4290
ENSG00000100532,NP_006559.1,Q99675,CGRRF1,ENSP00000216420.7,Q99675,645
ENSG00000138028,NP_006560.3,Q99674,CGREF1,ENSP00000385452.1,Q99674,168
ENSG00000155876,NP_006561.1,Q7L523,RRAGA,ENSP00000369899.1,Q7L523,1714
ENSG00000104671,NP_006562.1,O00399,DCTN6,ENSP00000221114.3,O00399,1488
ENSG00000120063,NP_006563.2,Q14344,GNA13,ENSP00000400717.2,Q14344,1488
ENSG00000102524,NP_006564.1,Q9Y275,TNFSF13B,ENSP00000365048.3,Q9Y275,680
ENSG00000114646,NP_006565.2,O95196,CSPG5,ENSP00000264723.4,O95196,454
ENSG00000135407,NP_006567.3,O75366,AVIL,ENSP00000449239.2,O75366,680
ENSG00000170340,NP_006568.2,Q9NY97,B3GNT2,ENSP00000305595.4,Q9NY97,645
ENSG00000069966,NP_057278.2,O14775,GNB5,ENSP00000261837.7,O14775,1292
ENSG00000147155,NP_006570.1,Q15125,EBP,ENSP00000417052.1,Q15125,645
ENSG00000090932,NP_982353.1,Q9NYJ7,DLL3,ENSP00000348810.4,Q9NYJ7,1064
ENSG00000113946,NP_006571.2,Q9Y5I7,CLDN16,ENSP00000264734.3,Q9Y5I7,544
ENSG00000240694,NP_009188.1,Q9UL42,PNMA2,ENSP00000429344.1,Q9UL42,454
ENSG00000172461,NP_006572.2,Q9Y231,FUT9,ENSP00000302599.4,Q9Y231,987
ENSG00000162419,NP_001306603.1,Q9Y692,GMEB1,ENSP00000362922.1,Q9Y692,810
ENSG00000180245,NP_006574.1,O14718,RRH,ENSP00000314992.4,O14718,645
ENSG00000132141,NP_006575.2,Q92526,CCT6B,ENSP00000327191.5,Q92526,4290
ENSG00000156261,NP_006576.2,P50990,CCT8,ENSP00000286788.4,P50990,4290
ENSG00000137161,NP_006577.2,Q9BT09,CNPY3,ENSP00000361926.4,Q9BT09,950
ENSG00000145244,NP_006578.2,Q9Y5Q5,CORIN,ENSP00000273857.4,Q9Y5Q5,645
ENSG00000160767,NP_006580.2,P81408,ENTREP3,ENSP00000354958.2,P81408,645
ENSG00000168883,NP_006581.2,Q53GS9,USP39,ENSP00000312981.6,Q53GS9,1488
ENSG00000077514,NP_006582.1,Q15054,POLD3,ENSP00000263681.2,Q15054,168
ENSG00000223802,NP_067090.1,P27544,CERS1,ENSP00000485308.1,P27544,382
ENSG00000136535,NP_006584.1,Q16650,TBR1,ENSP00000374205.3,Q16650,680
ENSG00000134262,NP_001240781.1,Q9Y6B7,AP4B1,ENSP00000358582.1,Q9Y6B7,1488
ENSG00000185737,NP_001010848.2,P56975,NRG3,ENSP00000361214.2,P56975,544
ENSG00000213759,NP_001064.1,O75310,UGT2B11,ENSP00000387683.1,O75310,25
ENSG00000051341,NP_955452.3,O75417,POLQ,ENSP00000264233.5,O75417,4290
ENSG00000113504,NP_006589.2,Q9Y666,SLC12A7,ENSP00000264930.5,Q9Y666,1292
ENSG00000198408,NP_036347.1,O60502,OGA,ENSP00000354850.3,O60502,987
ENSG00000102908,NP_619727.2,O94916,NFAT5,ENSP00000338806.3,O94916,645
ENSG00000090273,NP_006591.1,Q9Y266,NUDC,ENSP00000319664.5,Q9Y266,1714
ENSG00000110958,NP_006592.3,Q15185,PTGES3,ENSP00000262033.6,Q15185,4290
ENSG00000136758,NP_055078.1,Q96TA2,YME1L1,ENSP00000365184.3,Q96TA2,1714
ENSG00000101190,NP_006593.2,Q9UL49,TCFL5,ENSP00000334294.3,Q9UL49,544
ENSG00000142731,NP_055079.3,O00444,PLK4,ENSP00000270861.5,O00444,987
ENSG00000066923,NP_001269646.1,D6W5U7,STAG3,ENSP00000477973.1,D6W5U7,454
ENSG00000101972,NP_001036215.1,Q8N3U4,STAG2,ENSP00000360187.4,Q8N3U4,1714
ENSG00000170577,NP_058628.3,Q9NPC8,SIX2,ENSP00000304502.6,Q9NPC8,950
ENSG00000128276,NP_001092005.1,O75679,RFPL3,ENSP00000249007.4,O75679,86
ENSG00000128253,NP_001381484.1,O75678,RFPL2,ENSP00000498332.1,O75678,86
ENSG00000089050,NP_006597.2,O75884,RBBP9,ENSP00000336866.4,O75884,544
ENSG00000131831,NP_068557.4,Q9Y5P3,RAI2,ENSP00000401323.1,Q9Y5P3,3
ENSG00000108557,NP_109590.3,Q7Z5J4,RAI1,ENSP00000323074.4,Q7Z5J4,987
ENSG00000250254,NP_006598.2,Q9NZH5,PTTG2,ENSP00000424261.1,Q9NZH5,544
ENSG00000116793,NP_001309972.1,Q9UMS5,PHTF1,ENSP00000358617.1,Q9UMS5,886
ENSG00000169967,NP_001358839.1,Q9Y2U5,MAP3K2,ENSP00000507315.1,Q9Y2U5,4290
ENSG00000009724,NP_006601.2,O00187,MASP2,ENSP00000383690.3,O00187,680
ENSG00000129250,NP_006603.2,O43896,KIF1C,ENSP00000320821.5,O43896,454
ENSG00000154016,NP_006604.1,Q13588,GRAP,ENSP00000284154.5,Q13588,680
ENSG00000134121,NP_006605.2,O00533,CHL1,ENSP00000256509.2,O00533,544
ENSG00000135773,NP_006606.1,O14815,CAPN9,ENSP00000271971.2,O14815,1488
ENSG00000123159,NP_005707.1,O14908,GIPC1,ENSP00000376753.3,O14908,645
ENSG00000056972,NP_679211.2,O43734,TRAF3IP2,ENSP00000357750.5,O43734,244
ENSG00000170965,NP_068568.1,Q9HBJ0,PLAC1,ENSP00000352173.4,Q9HBJ0,101
ENSG00000093000,NP_009103.2,Q9UKX7,NUP50,ENSP00000345895.3,Q9UKX7,987
ENSG00000132688,NP_006608.1,P48681,NES,ENSP00000357206.3,P48681,382
ENSG00000117139,NP_006609.3,Q9UGL1,KDM5B,ENSP00000356234.3,Q9UGL1,950
ENSG00000183864,NP_057356.1,Q14106,TOB2,ENSP00000331305.3,Q14106,3
ENSG00000112339,NP_006611.1,Q9Y450,HBS1L,ENSP00000356811.5,Q9Y450,4290
ENSG00000168710,NP_006612.2,O43865,AHCYL1,ENSP00000358814.5,O43865,987
ENSG00000145632,NP_006613.2,Q9NYY3,PLK2,ENSP00000274289.3,Q9NYY3,544
ENSG00000015171,NP_001357029.1,Q15326,ZMYND11,ENSP00000371017.6,Q15326,810
ENSG00000188529,NP_473357.1,O75494,SRSF10,ENSP00000420195.1,O75494,544
ENSG00000186130,NP_006617.1,Q15916,ZBTB6,ENSP00000362763.3,Q15916,424
ENSG00000105171,NP_006618.1,O95707,POP4,ENSP00000465213.1,O95707,1488
ENSG00000128989,NP_006619.1,P56211,ARPP19,ENSP00000249822.4,P56211,680
ENSG00000172995,NP_001372491.1,A0A804HI65,ARPP21,ENSP00000506922.1,A0A804HI65,987
ENSG00000263002,NP_006621.1,Q14588,ZNF234,ENSP00000400878.1,Q14588,168
ENSG00000174652,NP_001357303.1,A0A3F2YPB8,ZNF266,ENSP00000466714.2,A0A3F2YPB8,101
ENSG00000171606,NP_598009.1,Q96GC6,ZNF274,ENSP00000484810.1,Q96GC6,132
ENSG00000119408,NP_055212.2,Q9HC98,NEK6,ENSP00000319734.5,Q9HC98,544
ENSG00000160193,NP_061139.2,P57081,WDR4,ENSP00000381266.2,P57081,544
ENSG00000124564,NP_001091956.1,O00476,SLC17A3,ENSP00000380250.4,O00476,132
ENSG00000061676,NP_038464.1,Q9Y2A7,NCKAP1,ENSP00000355348.3,Q9Y2A7,1064
ENSG00000145703,NP_006624.3,Q13576,IQGAP2,ENSP00000274364.6,Q13576,1488
ENSG00000168899,NP_006625.1,O95183,VAMP5,ENSP00000305647.4,O95183,454
ENSG00000198039,NP_066971.2,Q14593,ZNF273,ENSP00000418719.1,Q14593,70
ENSG00000197714,NP_006626.3,Q14592,ZNF460,ENSP00000353491.2,Q14592,168
ENSG00000090612,NP_003406.1,Q14587,ZNF268,ENSP00000444412.3,Q14587,86
ENSG00000065911,NP_006627.2,P13995,MTHFD2,ENSP00000377617.2,P13995,382
ENSG00000167825,NP_006628.1,Q13606,OR5I1,ENSP00000301532.3,Q13606,12
ENSG00000124787,NP_006629.2,O75818,RPP40,ENSP00000369391.2,O75818,645
ENSG00000173198,NP_006630.1,Q9Y271,CYSLTR1,ENSP00000362401.3,Q9Y271,645
ENSG00000184640,NP_006631.2,Q9UHD8,SEPTIN9,ENSP00000329161.8,Q9UHD8,680
ENSG00000184640,NP_001106963.1,Q9UHD8,SEPTIN9,ENSP00000391249.1,Q9UHD8,680
ENSG00000113615,NP_068817.1,O95486,SEC24A,ENSP00000381823.2,O95486,1714
ENSG00000173585,NP_112477.1,P51686,CCR9,ENSP00000350256.2,P51686,544
ENSG00000121742,NP_001103689.1,O95452,GJB6,ENSP00000493834.1,O95452,645
ENSG00000054282,NP_006633.1,Q86SQ7,SDCCAG8,ENSP00000355499.3,Q86SQ7,132
ENSG00000165689,NP_001034796.1,Q96C92,ENTR1,ENSP00000349929.3,Q96C92,544
ENSG00000120694,NP_006635.2,Q92598,HSPH1,ENSP00000318687.5,Q92598,4290
ENSG00000214530,NP_006636.2,Q9Y365,STARD10,ENSP00000335247.6,Q9Y365,987
ENSG00000132970,NP_006637.2,Q9UPY6,WASF3,ENSP00000335055.5,Q9UPY6,1064
ENSG00000188747,NP_001242996.1,Q86UR1,NOXA1,ENSP00000507846.1,Q86UR1,680
ENSG00000156697,NP_006640.2,Q9BVJ6,UTP14A,ENSP00000377944.3,Q9BVJ6,645
ENSG00000145920,NP_001008221.1,Q6PUV4,CPLX2,ENSP00000377346.3,Q6PUV4,168
ENSG00000168993,NP_006642.1,O14810,CPLX1,ENSP00000305613.6,O14810,810
ENSG00000101446,NP_006643.1,P49223,SPINT3,ENSP00000217428.6,P49223,70
ENSG00000137218,NP_006644.1,O43559,FRS3,ENSP00000362109.3,O43559,886
ENSG00000166225,NP_001265285.1,Q8WU20,FRS2,ENSP00000450048.1,Q8WU20,886
ENSG00000162139,NP_006647.3,Q9UQ49,NEU3,ENSP00000294064.4,Q9UQ49,645
ENSG00000170271,NP_115761.2,Q96IV6,FAXDC2,ENSP00000320604.5,Q96IV6,1292
ENSG00000055147,NP_061161.2,Q9NRY5,FAM114A2,ENSP00000341597.4,Q9NRY5,544
ENSG00000063587,NP_001354686.1,Q9NSD4,ZNF275,ENSP00000496975.2,Q9NSD4,70
ENSG00000144908,NP_036322.2,O75891,ALDH1L1,ENSP00000377083.3,O75891,4290
ENSG00000160282,NP_996848.1,O95954,FTCD,ENSP00000380854.3,O95954,987
ENSG00000106341,NP_006649.2,O96001,PPP1R17,ENSP00000340125.3,O96001,424
ENSG00000130640,NP_006650.1,Q9BSJ2,TUBGCP2,ENSP00000252936.3,Q9BSJ2,4290
ENSG00000166855,NP_006651.2,O76031,CLPX,ENSP00000300107.3,O76031,987
ENSG00000112541,NP_001372008.1,A0A3F2YP58,PDE10A,ENSP00000438284.3,A0A3F2YP58,950
ENSG00000080603,NP_006653.2,Q6ZRS2,SRCAP,ENSP00000262518.4,Q6ZRS2,1488
ENSG00000104881,NP_006654.2,Q8WUF5,PPP1R13L,ENSP00000354218.4,Q8WUF5,424
ENSG00000117877,NP_036231.1,O15446,POLR1G,ENSP00000310966.3,O15446,454
ENSG00000213927,NP_006655.1,Q9Y4X3,CCL27,ENSP00000259631.4,Q9Y4X3,244
ENSG00000173083,NP_001092010.1,Q9Y251,HPSE,ENSP00000308107.5,Q9Y251,544
ENSG00000183207,NP_006657.1,Q9Y230,RUVBL2,ENSP00000473172.1,Q9Y230,4290
ENSG00000101856,NP_006658.1,O00264,PGRMC1,ENSP00000217971.7,O00264,680
ENSG00000036530,NP_006659.1,Q9Y6A2,CYP46A1,ENSP00000261835.3,Q9Y6A2,544
ENSG00000104972,NP_001075106.2,A0A087WSV6,LILRB1,ENSP00000315997.7,A0A087WSV6,168
ENSG00000145217,NP_071325.2,Q9H2B4,SLC26A1,ENSP00000381528.2,Q9H2B4,987
ENSG00000042980,NP_055080.2,Q9UKQ2,ADAM28,ENSP00000265769.4,Q9UKQ2,680
ENSG00000137204,NP_696961.2,Q9Y694,SLC22A7,ENSP00000361666.5,Q9Y694,1488
ENSG00000196843,NP_997646.1,Q03989,ARID5A,ENSP00000350078.3,Q03989,987
ENSG00000011105,NP_006666.1,O75954,TSPAN9,ENSP00000011898.5,O75954,544
ENSG00000136878,NP_001103773.2,Q9Y2K6,USP20,ENSP00000361506.3,Q9Y2K6,645
ENSG00000172046,NP_001186090.1,O94966,USP19,ENSP00000395260.1,O94966,645
ENSG00000126264,NP_055081.1,Q9UBK5,HCST,ENSP00000246551.3,Q9UBK5,168
ENSG00000167850,NP_006669.1,Q08708,CD300C,ENSP00000329507.1,Q08708,332
ENSG00000151376,NP_001155058.1,Q16798,ME3,ENSP00000440246.1,Q16798,645
ENSG00000109255,NP_006672.1,P48645,NMU,ENSP00000264218.3,P48645,544
ENSG00000127951,NP_006673.1,Q14314,FGL2,ENSP00000248598.5,Q14314,544
ENSG00000181562,NP_006674.2,Q14507,EDDM3A,ENSP00000315098.2,Q14507,18
ENSG00000134365,NP_001188479.1,Q92496,CFHR4,ENSP00000477162.2,Q92496,36
ENSG00000116785,NP_066303.2,Q02985,CFHR3,ENSP00000356395.5,Q02985,78
ENSG00000171201,NP_006676.1,P02814,SMR3B,ENSP00000302400.3,P02814,18
ENSG00000148156,NP_006677.1,Q9Y614,ACTL7B,ENSP00000363799.3,Q9Y614,244
ENSG00000187003,NP_006678.1,Q9Y615,ACTL7A,ENSP00000334300.3,Q9Y615,645
ENSG00000131094,NP_006679.1,O75973,C1QL1,ENSP00000253407.2,O75973,680
ENSG00000112996,NP_057724.2,Q9NP92,MRPS30,ENSP00000424328.1,Q9NP92,810
ENSG00000065183,NP_006775.1,Q9UNX4,WDR3,ENSP00000308179.4,Q9UNX4,1488
ENSG00000056291,NP_004876.3,Q9Y5X5,NPFFR2,ENSP00000307822.7,Q9Y5X5,544
ENSG00000169618,NP_620414.1,Q8TCW9,PROKR1,ENSP00000303775.4,Q8TCW9,544
ENSG00000123901,NP_057624.3,Q9NYM4,GPR83,ENSP00000243673.2,Q9NYM4,680
ENSG00000084733,NP_057215.3,P61026,RAB10,ENSP00000264710.4,P61026,645
ENSG00000109819,NP_037393.1,Q9UBK2,PPARGC1A,ENSP00000264867.2,Q9UBK2,645
ENSG00000172175,NP_006776.1,Q9UDY8,MALT1,ENSP00000497997.1,Q9UDY8,1064
ENSG00000125966,NP_006681.1,Q9Y5R2,MMP24,ENSP00000246186.6,Q9Y5R2,645
ENSG00000133800,NP_006682.2,Q9Y5Y7,LYVE1,ENSP00000256178.3,Q9Y5Y7,645
ENSG00000174851,NP_065203.2,O95070,YIF1A,ENSP00000366098.4,O95070,4290
ENSG00000160917,NP_006684.1,O95639,CPSF4,ENSP00000292476.5,O95639,987
ENSG00000143543,NP_006685.1,O76095,JTB,ENSP00000271843.4,O76095,454
ENSG00000108309,NP_001138297.1,Q59EK9,RUNDC3A,ENSP00000410862.2,Q59EK9,454
ENSG00000157326,NP_066284.2,Q9BTZ2,DHRS4,ENSP00000326219.5,Q9BTZ2,4290
ENSG00000112983,NP_631938.2,Q9H0E9,BRD8,ENSP00000254900.5,Q9H0E9,1488
ENSG00000014914,NP_001139334.1,A4FU01,MTMR11,ENSP00000391668.2,A4FU01,454
ENSG00000166619,NP_006689.1,P62952,BLCAP,ENSP00000362637.2,P62952,886
ENSG00000198162,NP_006690.1,O60476,MAN1A2,ENSP00000348959.3,O60476,1488
ENSG00000135148,NP_006691.1,O14545,TRAFD1,ENSP00000396526.2,O14545,544
ENSG00000141759,NP_006692.1,P83876,TXNL4A,ENSP00000269601.4,P83876,645
ENSG00000032444,NP_001159586.1,A0A384DVU0,PNPLA6,ENSP00000473211.1,A0A384DVU0,1292
ENSG00000165416,NP_006695.1,Q9Y2Z0,SUGT1,ENSP00000308067.7,Q9Y2Z0,1488
ENSG00000049247,NP_006777.1,O95399,UTS2,ENSP00000355163.5,O95399,332
ENSG00000130222,NP_006696.1,O95257,GADD45G,ENSP00000252506.6,O95257,645
ENSG00000135960,NP_071731.1,Q9UNE0,EDAR,ENSP00000258443.2,Q9UNE0,680
ENSG00000090060,NP_116021.2,P51003,PAPOLA,ENSP00000216277.8,P51003,645
ENSG00000113649,NP_001369477.1,A0A7P0T8N8,TCERG1,ENSP00000505217.1,A0A7P0T8N8,645
ENSG00000102316,NP_803182.1,Q9UNF1,MAGED2,ENSP00000364209.1,Q9UNF1,1488
ENSG00000168903,NP_932079.1,Q6UXE8,BTNL3,ENSP00000341787.6,Q6UXE8,55
ENSG00000204371,NP_006700.3,Q96KQ7,EHMT2,ENSP00000364687.4,Q96KQ7,454
ENSG00000198612,NP_006701.1,Q99627,COPS8,ENSP00000346340.2,Q99627,424
ENSG00000205937,NP_542161.1,Q15287,RNPS1,ENSP00000315859.5,Q15287,987
ENSG00000164896,NP_006703.1,Q14296,FASTK,ENSP00000297532.6,Q14296,645
ENSG00000113387,NP_006704.3,P53999,SUB1,ENSP00000265073.4,P53999,645
ENSG00000172594,NP_006705.1,Q92484,SMPDL3A,ENSP00000357425.4,Q92484,645
ENSG00000006634,NP_006707.1,Q9UBU7,DBF4,ENSP00000265728.1,Q9UBU7,645
ENSG00000106723,NP_006708.2,Q9Y657,SPIN1,ENSP00000365019.3,Q9Y657,544
ENSG00000017797,NP_006779.1,Q15311,RALBP1,ENSP00000372924.3,Q15311,987
ENSG00000263465,NP_115285.1,Q9BRL6,SRSF8,ENSP00000480140.1,Q9BRL6,987
ENSG00000124701,NP_006780.1,Q9Y235,APOBEC2,ENSP00000244669.2,Q9Y235,544
ENSG00000185787,NP_006782.1,Q9UBU8,MORF4L1,ENSP00000408880.2,Q9UBU8,1488
ENSG00000165672,NP_006784.1,P30048,PRDX3,ENSP00000298510.2,P30048,810
ENSG00000119737,NP_006785.1,O95800,GPR75,ENSP00000378195.2,O95800,454
ENSG00000110047,NP_006786.2,Q9H4M9,EHD1,ENSP00000320516.3,Q9H4M9,645
ENSG00000141385,NP_006787.2,Q9Y4W6,AFG3L2,ENSP00000269143.2,Q9Y4W6,454
ENSG00000104356,NP_001139332.1,Q99575,POP1,ENSP00000385787.2,Q99575,1488
ENSG00000173610,NP_001239204.2,P0DTE4,UGT2A1,ENSP00000286604.4,P0DTE4,544
ENSG00000007038,NP_006790.1,Q9Y6M0,PRSS21,ENSP00000005995.3,Q9Y6M0,680
ENSG00000005302,NP_523353.2,Q8N5Y2,MSL3,ENSP00000312244.4,Q8N5Y2,1488
ENSG00000110696,NP_055082.1,O00193,C11orf58,ENSP00000228136.4,O00193,680
ENSG00000105438,NP_006792.1,P24390,KDELR1,ENSP00000329471.2,P24390,950
ENSG00000183431,NP_006793.1,Q12874,SF3A3,ENSP00000362110.4,Q12874,4290
ENSG00000070718,NP_006794.1,P53677,AP3M2,ENSP00000380132.3,P53677,645
ENSG00000131748,NP_006795.3,Q14849,STARD3,ENSP00000337446.5,Q14849,987
ENSG00000177733,NP_006796.1,Q13151,HNRNPA0,ENSP00000316042.4,Q13151,4290
