gene_id	gene_symbol	pseudo_gene_status
56659	KCNK13	0
56660	KCNK12	0
56666	PANX2	0
56667	MUC13	0
56670	SUCNR1	0
56672	AKIP1	0
56673	C11orf16	0
56674	TMEM9B	0
56675	NRIP3	0
56676	ASCL3	0
56681	SAR1A	1
56683	CFAP298	0
56704	JPH1	0
56729	RETN	0
56731	SLC2A4RG	0
56751	BARHL1	0
56776	FMN2	1
56829	ZC3HAV1	0
56832	IFNK	0
56833	SLAMF8	0
56834	GPR137	0
56848	SPHK2	0
56849	TCEAL7	0
56850	GRIPAP1	0
56851	EMC7	0
56852	RAD18	0
56853	CELF4	0
56882	CDC42SE1	0
56884	FSTL5	0
56886	UGGT1	0
56888	KCMF1	0
56889	TM9SF3	0
56890	MDM1	0
56891	LGALS14	1
56892	TCIM	0
56893	UBQLN4	1
56894	AGPAT3	0
56895	AGPAT4	0
56896	DPYSL5	1
56897	WRNIP1	0
56898	BDH2	1
56899	ANKS1B	0
56900	TMEM167B	0
56901	NDUFA4L2	0
56902	PNO1	0
56903	PAPOLB	0
56904	SH3GLB2	0
56905	C15orf39	0
56906	THAP10	0
56907	SPIRE1	0
56910	STARD7	0
56911	MAP3K7CL	0
56912	IFT46	0
56913	C1GALT1	1
56914	OTOR	0
56915	EXOSC5	0
56916	SMARCAD1	0
56917	MEIS3	1
56919	DHX33	0
56920	SEMA3G	0
56922	MCCC1	0
56923	NMUR2	0
56924	PAK6	0
56925	LXN	1
56926	NCLN	0
56927	GPR108	0
56928	SPPL2B	0
56929	FEM1C	0
56931	DUS3L	0
56934	CA10	0
56935	SMCO4	1
56936	CCDC177	0
56937	PMEPA1	0
56938	BMAL2	0
56940	DUSP22	0
56941	HMCES	0
56942	CMC2	1
56943	ENY2	0
56944	OLFML3	0
56945	MRPS22	1
56946	EMSY	0
56947	MFF	1
56948	SDR39U1	0
56949	XAB2	0
56950	SMYD2	0
56951	C5orf15	1
56952	PRTFDC1	0
56953	NT5M	0
56954	NIT2	1
56955	MEPE	0
56956	LHX9	0
56957	OTUD7B	0
56961	SHD	0
56963	RGMA	0
56964	WDR93	0
56965	PARP6	0
56967	C14orf132	0
56970	ATXN7L3	1
56971	CEACAM19	0
56975	FAM20C	0
56977	STOX2	0
56978	PRDM8	0
56979	PRDM9	0
56980	PRDM10	0
56981	PRDM11	0
56983	POGLUT1	0
56984	PSMG2	0
56985	ADPRM	0
56986	DTWD1	1
56987	BBX	0
56990	CDC42SE2	0
56992	KIF15	1
56993	TOMM22	1
56994	CHPT1	0
56995	TULP4	0
56996	SLC12A9	0
56997	COQ8A	0
56998	CTNNBIP1	0
56999	ADAMTS9	0
57001	SDHAF3	0
57002	YAE1	0
57003	CCDC47	0
57007	ACKR3	0
57010	CABP4	0
57016	AKR1B10	1
57017	COQ9	0
57018	CCNL1	0
57019	CIAPIN1	1
57020	VPS35L	0
57026	PDXP	0
57030	SLC17A7	0
57035	RSRP1	0
57037	ANKMY2	0
57038	RARS2	0
57045	TWSG1	0
57047	PLSCR2	0
57048	PLSCR3	0
57050	UTP3	0
57053	CHRNA10	0
57054	DAZ3	0
57055	DAZ2	0
57057	TBX20	1
57060	PCBP4	0
57062	DDX24	1
57082	KNL1	0
57084	SLC17A6	0
57085	AGTRAP	0
57088	PLSCR4	1
57089	ENTPD7	0
57091	CASS4	0
57092	PCNP	1
57093	TRIM49	1
57094	CPA6	0
57095	PITHD1	0
57096	RPGRIP1	0
57097	PARP11	0
57099	AVEN	0
57101	ANO2	0
57103	TIGAR	0
57104	PNPLA2	0
57105	CYSLTR2	0
57106	NAT14	0
57107	PDSS2	0
57109	REXO4	1
57110	PLAAT1	0
57111	RAB25	0
57113	TRPC7	0
57115	PGLYRP4	0
57116	ZNF695	0
57117	INTS12	0
57118	CAMK1D	0
57119	EPPIN	0
57120	GOPC	0
57121	LPAR5	0
57122	NUP107	0
57124	CD248	0
57125	PLXDC1	0
57126	CD177	1
57127	RHBG	0
57128	LYRM4	0
57129	MRPL47	0
57130	ATP13A1	0
57132	CHMP1B	1
57134	MAN1C1	0
57135	DAZ4	0
57136	APMAP	0
57139	RGL3	0
57140	RNPEPL1	0
57142	RTN4	0
57143	ADCK1	0
57144	PAK5	0
57146	LDAF1	0
57147	SCYL3	0
57148	RALGAPB	0
57149	LYRM1	0
57150	SMIM8	0
57151	LYZL6	0
57152	SLURP1	0
57153	SLC44A2	0
57154	SMURF1	0
57156	TMEM63C	0
57157	PHTF2	0
57158	JPH2	0
57159	TRIM54	0
57161	PELI2	0
57162	PELI1	0
57165	GJC2	0
57167	SALL4	1
57168	ASPHD2	0
57169	ZNFX1	0
57171	DOLPP1	0
57172	CAMK1G	0
57175	CORO1B	0
57176	VARS2	0
57178	ZMIZ1	0
57179	KIAA1191	1
57180	ACTR3B	1
57181	SLC39A10	0
57182	ANKRD50	0
57184	FAM219B	0
57185	NIPAL3	0
57186	RALGAPA2	0
57187	THOC2	0
57188	ADAMTSL3	0
57189	DENND11	0
57190	SELENON	0
57191	VN1R1	1
57192	MCOLN1	0
57194	ATP10A	0
57198	ATP8B2	0
57205	ATP10D	0
57209	ZNF248	1
57210	SLC45A4	0
57211	ADGRG6	0
57213	SPRYD7	1
57214	CEMIP	0
57215	THAP11	0
57216	VANGL2	0
57217	TTC7A	0
57221	ARFGEF3	0
57222	ERGIC1	0
57223	PPP4R3B	1
57224	NHSL1	0
57226	LYRM2	0
57228	SMAGP	0
57231	SNX14	0
57232	ZNF630	0
57282	SLC4A10	0
57292	KIR2DL5A	0
57325	KAT14	1
57326	PBXIP1	0
57332	CBX8	0
57333	RCN3	0
57335	ZNF286A	1
57336	ZNF287	0
57337	SENP7	0
57338	JPH3	0
57343	ZNF304	0
57348	TTYH1	0
57369	GJD2	0
57379	AICDA	0
57380	MRS2	1
57381	RHOJ	0
57393	CLTRN	0
57396	CLK4	0
57402	S100A14	0
57403	RAB22A	0
57404	CYP20A1	0
57405	SPC25	0
57406	ABHD6	0
57407	NMRAL1	1
57408	LRTM1	0
57409	MIF4GD	0
57410	SCYL1	0
57412	AS3MT	0
57413	TMIGD3	0
57414	RHBDD2	0
57415	CEP15	0
57418	WDR18	0
57419	SLC24A3	0
57446	NDRG3	0
57447	NDRG2	0
57448	BIRC6	0
57449	PLEKHG5	0
57451	TENM2	0
57452	GALNT16	0
57453	DSCAML1	0
57455	REXO1	1
57456	KIAA1143	1
57458	TMCC3	0
57459	GATAD2B	0
57460	PPM1H	0
57461	ISY1	0
57462	MYORG	0
57463	AMIGO1	0
57464	STRIP2	0
57465	TBC1D24	0
57466	SCAF4	0
57467	HHATL	0
57468	SLC12A5	0
57469	PNMA8B	0
57470	LRRC47	0
57471	ERMN	0
57472	CNOT6	0
57473	ZNF512B	0
57474	ZNF490	0
57475	PLEKHH1	0
57476	GRAMD1B	0
57477	SHROOM4	0
57478	USP31	0
57479	PRR12	0
57480	PLEKHG1	0
57481	KIAA1210	0
57482	CRACD	0
57484	RNF150	0
57486	NLN	0
57488	ESYT2	0
57489	ODF2L	0
57491	AHRR	0
57492	ARID1B	0
57493	HEG1	0
57494	RIMKLB	1
57495	NWD2	0
57496	MRTFB	0
57497	LRFN2	0
57498	KIDINS220	0
57501	CFAP92	0
57502	NLGN4X	0
57504	MTA3	1
57505	AARS2	0
57506	MAVS	0
57507	ZNF608	0
57508	INTS2	0
57509	MTUS1	0
57510	XPO5	0
57511	COG6	0
57512	GPR158	0
57513	CASKIN2	0
57514	ARHGAP31	0
57515	SERINC1	0
57519	STARD9	0
57520	HECW2	0
57521	RPTOR	0
57522	SRGAP1	0
57523	NYNRIN	0
57524	CASKIN1	0
57526	PCDH19	0
57528	KCTD16	0
57529	RTL9	0
57530	CGN	0
57531	HACE1	0
57532	NUFIP2	0
57533	TBC1D14	0
57534	MIB1	0
57535	ELAPOR1	0
57536	KIAA1328	1
57537	SORCS2	0
57538	ALPK3	0
57539	WDR35	0
57540	DISP3	0
57541	ZNF398	0
57542	KLHL42	0
57544	TXNDC16	0
57545	CC2D2A	0
57546	PDP2	0
57547	ZNF624	0
57549	IGSF9	0
57551	TAOK1	0
57552	NCEH1	0
57553	MICAL3	0
57554	LRRC7	0
57555	NLGN2	0
57556	SEMA6A	0
57558	USP35	0
57559	STAMBPL1	0
57560	IFT80	1
57561	ARRDC3	0
57562	CEP126	0
57563	KLHL8	0
57565	KLHL14	0
57567	ZNF319	0
57568	SIPA1L2	0
57569	ARHGAP20	1
57570	TRMT5	0
57571	CARNS1	0
57572	DOCK6	0
57573	ZNF471	0
57574	MARCHF4	0
57575	PCDH10	0
57576	KIF17	0
57577	CCDC191	0
57578	UNC79	0
57579	FAM135A	0
57580	PREX1	0
57582	KCNT1	0
57583	TMEM181	0
57584	ARHGAP21	1
57585	CRAMP1	0
57586	SYT13	0
57587	CFAP97	1
57589	RIC1	0
57590	WDFY1	0
57591	MRTFA	0
57592	ZNF687	0
57593	EBF4	0
57594	HOMEZ	0
57595	PDZD4	0
57596	BEGAIN	0
57597	BAHCC1	0
57599	WDR48	0
57600	FNIP2	0
57602	USP36	0
57604	TRMT9B	0
57605	PITPNM2	0
57606	SLAIN2	0
57608	JCAD	1
57609	DIP2B	0
57610	RANBP10	0
57611	ISLR2	0
57613	FAM234B	0
57614	RELCH	1
57615	ZNF492	1
57616	TSHZ3	0
57617	VPS18	0
57619	SHROOM3	0
57620	STIM2	0
57621	ZBTB2	1
57622	LRFN1	0
57623	ZFAT	0
57624	NYAP2	0
57626	KLHL1	0
57628	DPP10	0
57630	SH3RF1	0
57631	LRCH2	0
57633	LRRN1	0
57634	EP400	1
57636	ARHGAP23	1
57639	CCDC146	0
57642	COL20A1	0
57643	ZSWIM5	1
57644	MYH7B	0
57645	POGK	0
57646	USP28	0
57647	DHX37	0
57648	NHSL3	0
57649	PHF12	0
57650	CIP2A	0
57654	UVSSA	0
57655	GRAMD1A	0
57657	HCN3	0
57658	CALCOCO1	0
57659	ZBTB4	0
57661	PHRF1	0
57662	CAMSAP3	0
57663	USP29	0
57664	PLEKHA4	0
57665	RDH14	0
57666	FBRSL1	1
57669	EPB41L5	0
57670	KIAA1549	0
57673	BEND3	1
57674	RNF213	0
57677	ZFP14	1
57678	GPAM	0
57679	ALS2	0
57680	CHD8	0
57683	ZDBF2	0
57684	ZBTB26	0
57685	CACHD1	0
57687	VAT1L	0
57688	ZSWIM6	0
57689	LRRC4C	0
57690	TNRC6C	0
57691	KIAA1586	1
57692	MAGEE1	1
57693	ZNF317	1
57695	USP37	1
57696	DDX55	1
57697	FANCM	0
57698	SHTN1	0
57699	CPNE5	0
57700	FHIP2A	0
57701	NCKAP5L	0
57703	CWC22	0
57704	GBA2	0
57705	WDFY4	0
57706	DENND1A	0
57707	MEAK7	0
57708	MIER1	0
57709	SLC7A14	0
57710	KIAA1614	0
57711	ZNF529	0
57713	SFMBT2	0
57715	SEMA4G	0
57716	PRX	0
57717	PCDHB16	1
57718	PPP4R4	0
57719	ANO8	0
57720	GPR107	0
57721	METTL14	0
57722	IGDCC4	0
57724	EPG5	0
57727	NCOA5	0
57728	WDR19	0
57730	ANKRD36B	1
57731	SPTBN4	0
57732	ZFYVE28	0
57733	GBA3	0
57758	SCUBE2	0
57761	TRIB3	0
57763	ANKRA2	0
57786	RBAK	0
57787	MARK4	1
57794	SUGP1	1
57795	BRINP2	0
57798	GATAD1	0
57799	RAB40C	0
57801	HES4	0
57804	POLD4	0
57805	CCAR2	0
57817	HAMP	0
57818	G6PC2	0
57819	LSM2	1
57820	CCNB1IP1	1
57821	CCDC181	1
57822	GRHL3	0
57823	SLAMF7	0
57824	HMHB1	0
57826	RAP2C	1
57827	C6orf47	0
57828	CATSPERG	0
57829	ZP4	0
57830	KRTAP5-8	0
57834	CYP4F11	0
57835	SLC4A5	0
57862	ZNF410	0
57863	CADM3	0
57864	SLC46A2	0
58155	PTBP2	0
58157	NGB	0
58158	NEUROD4	0
58189	WFDC1	0
58190	CTDSP1	0
58191	CXCL16	0
58472	SQOR	0
58473	PLEKHB1	0
58475	MS4A7	0
58476	TP53INP2	0
58477	SRPRB	0
58478	ENOPH1	1
58480	RHOU	0
58484	NLRC4	0
58485	TRAPPC1	0
58486	ZBED5	0
58487	CREBZF	0
58488	PCTP	0
58489	ABHD17C	1
58490	RPRD1B	0
58491	ZNF71	0
58492	ZNF77	0
58493	INIP	0
58494	JAM2	0
58495	OVOL2	0
58496	LY6G5B	0
58497	PRUNE1	1
58498	MYL7	0
58499	ZNF462	0
58500	ZNF250	1
58503	OPRPN	0
58504	ARHGAP22	0
58505	OSTC	1
58506	SCAF1	0
58508	KMT2C	1
58509	CACTIN	0
58510	PRODH2	0
58511	DNASE2B	0
58512	DLGAP3	0
58513	EPS15L1	0
58515	SELENOK	1
58516	SINHCAF	1
58517	RBM25	0
58524	DMRT3	0
58525	WIZ	1
58526	MID1IP1	0
58527	ABRACL	0
58528	RRAGD	0
58529	MYOZ1	0
58530	LY6G6D	0
58531	PRM3	0
58533	SNX6	1
58538	MPP4	0
58985	IL22RA1	0
58986	PGAP6	0
59067	IL21	0
59082	CARD18	0
59084	ENPP5	0
59269	HIVEP3	0
59271	EVA1C	1
59272	ACE2	0
59274	TLNRD1	0
59277	NTN4	0
59283	CACNG8	0
59284	CACNG7	0
59285	CACNG6	0
59286	UBL5	1
59307	SIGIRR	0
59335	PRDM12	0
59336	PRDM13	0
59338	PLEKHA1	1
59339	PLEKHA2	0
59340	HRH4	0
59341	TRPV4	0
59342	SCPEP1	0
59343	SENP2	0
59344	ALOXE3	1
59345	GNB4	0
59348	ZNF350	0
59349	KLHL12	1
59350	RXFP1	0
59351	PBOV1	0
59352	LGR6	0
59353	TMEM35A	0
60312	AFAP1	0
60313	GPBP1L1	0
60314	MYG1	1
60343	FAM3A	0
60370	AVPI1	0
60385	TSKS	0
60386	SLC25A19	0
60401	EDA2R	0
60412	EXOC4	0
60436	TGIF2	1
60437	CDH26	0
60468	BACH2	0
60481	ELOVL5	0
60482	SLC5A7	0
60484	HAPLN2	0
60485	SAV1	1
60487	TRMT11	1
60488	MRPS35	1
60489	APOBEC3G	1
60490	PPCDC	0
60491	NIF3L1	1
60492	CCDC90B	1
60493	FASTKD5	0
60494	CCDC81	0
60495	HPSE2	0
60496	AASDHPPT	0
60506	NYX	0
60509	AGBL5	0
60526	LDAH	0
60528	ELAC2	0
60529	ALX4	0
60558	GUF1	0
60559	SPCS3	0
60560	NAA35	0
60561	RINT1	0
60592	SCOC	1
60598	KCNK15	0
60625	DHX35	0
60626	RIC8A	0
60672	MIIP	0
60673	ATG101	0
60675	PROK2	0
60676	PAPPA2	0
60677	CELF6	0
60678	EEFSEC	0
60680	CELF5	0
60681	FKBP10	1
60682	SMAP1	0
60684	TRAPPC11	0
60685	ZFAND3	0
60686	C14orf93	0
63027	SLC22A23	0
63035	BCORL1	0
63036	CELA2A	0
63826	SRR	0
63827	BCAN	0
63874	ABHD4	0
63875	MRPL17	0
63876	PKNOX2	0
63877	FAM204A	1
63891	RNF123	0
63892	THADA	0
63893	UBE2O	0
63894	VIPAS39	0
63895	PIEZO2	1
63897	HEATR6	0
63898	SH2D4A	0
63899	NSUN3	0
63901	FAM111A	0
63904	DUSP21	0
63905	MANBAL	1
63906	GPATCH3	0
63908	NAPB	0
63910	SLC17A9	0
63915	BLOC1S5	0
63916	ELMO2	1
63917	GALNT11	1
63920	FAM200C	0
63922	CHTF18	0
63923	TNN	0
63924	CIDEC	1
63925	ZNF335	0
63926	ANKEF1	0
63928	CHP2	0
63929	XPNPEP3	0
63931	MRPS14	0
63932	STEEP1	1
63933	MCUR1	1
63934	ZNF667	0
63935	PCIF1	0
63939	FAM217B	0
63940	GPSM3	0
63941	NECAB3	0
63943	FKBPL	0
63946	DMRTC2	0
63947	DMRTC1	0
63948	DMRTB1	0
63950	DMRTA2	0
63951	DMRTA1	0
63967	CLSPN	0
63970	TP53AIP1	0
63971	KIF13A	0
63973	NEUROG2	0
63974	NEUROD6	0
63976	PRDM16	0
63977	PRDM15	0
63978	PRDM14	0
63979	FIGNL1	0
63982	ANO3	0
64005	MYO1G	0
64061	TSPYL2	0
64062	RBM26	0
64063	PRSS22	0
64064	OXCT2	1
64065	PERP	1
64066	MMP27	0
64067	NPAS3	0
64072	CDH23	0
64073	C19orf33	0
64077	LHPP	0
64078	SLC28A3	0
64080	RBKS	0
64081	PBLD	1
64083	GOLPH3	0
64084	CLSTN2	0
64087	MCCC2	0
64089	SNX16	0
64090	GAL3ST2	0
64091	POPDC2	0
64092	SAMSN1	0
64093	SMOC1	0
64094	SMOC2	0
64096	GFRA4	0
64097	EPB41L4A	0
64098	PARVG	0
64100	ELSPBP1	0
64101	LRRC4	0
64102	TNMD	0
64105	CENPK	0
64106	NPFFR1	0
64108	RTP4	0
64109	CRLF2	0
64110	MAGEF1	0
64111	NPVF	0
64112	MOAP1	0
64114	TMBIM1	0
64115	VSIR	0
64116	SLC39A8	0
64118	DUS1L	0
64121	RRAGC	0
64122	FN3K	0
64123	ADGRL4	0
64127	NOD2	0
64129	TINAGL1	0
64130	LIN7B	0
64131	XYLT1	0
64132	XYLT2	0
64135	IFIH1	0
64137	ABCG4	0
64145	RBSN	0
64146	PDF	0
64147	KIF9	0
64149	C17orf75	0
64151	NCAPG	1
64167	ERAP2	0
64168	NECAB1	0
64170	CARD9	0
64172	OSGEPL1	0
64174	DPEP2	0
64175	P3H1	0
64180	DPEP3	0
64184	EDDM3B	1
64207	IRF2BPL	0
64208	POPDC3	0
64210	MMS19	0
64211	LHX5	0
64215	DNAJC1	0
64216	TFB2M	1
64218	SEMA4A	0
64219	PJA1	0
64220	STRA6	0
64221	ROBO3	0
64222	TOR3A	0
64223	MLST8	0
64224	HERPUD2	0
64225	ATL2	0
64231	MS4A6A	0
64232	MS4A5	0
64236	PDLIM2	0
64240	ABCG5	0
64241	ABCG8	0
64282	TENT4B	0
64283	ARHGEF28	1
64284	RAB17	0
64285	RHBDF1	1
64288	ZSCAN31	0
64318	NOC3L	0
64319	FBRS	0
64320	RNF25	0
64321	SOX17	0
64324	NSD1	0
64326	COP1	1
64327	LMBR1	0
64328	XPO4	0
64332	NFKBIZ	0
64333	ARHGAP9	0
64342	HS1BP3	0
64343	AZI2	1
64344	HIF3A	0
64359	NXN	1
64374	SIL1	0
64375	IKZF4	0
64376	IKZF5	0
64377	CHST8	0
64386	MMP25	0
64388	GREM2	0
64393	ZMAT3	0
64395	GMCL1	1
64396	GMCL2	0
64397	ZNF106	1
64398	PALS1	0
64399	HHIP	0
64400	AKTIP	1
64403	CDH24	0
64405	CDH22	0
64407	RGS18	0
64409	GALNT17	0
64410	KLHL25	1
64411	ARAP3	0
64412	GZF1	0
64417	TMEM267	0
64418	TMEM168	0
64419	MTMR14	1
64420	SUSD1	0
64421	DCLRE1C	1
64422	ATG3	1
64423	INF2	0
64425	POLR1E	0
64426	SUDS3	1
64427	TTC31	0
64428	CIAO3	0
64429	ZDHHC6	1
64430	PCNX4	0
64431	ACTR6	1
64432	MRPS25	1
64434	NOM1	0
64446	DNAI2	0
64478	CSMD1	0
64499	TPSB2	1
64506	CPEB1	0
64518	TEKT3	0
64577	ALDH8A1	0
64579	NDST4	0
64581	CLEC7A	0
64582	GPR135	0
64591	TSPY2	0
64598	MOSPD3	0
64599	GIGYF1	0
64600	PLA2G2F	0
64601	VPS16	0
64641	EBF2	0
64645	MFSD14A	0
64648	SPANXD	0
64651	CSRNP1	0
64663	SPANXC	0
64682	ANAPC1	1
64689	GORASP1	0
64693	CTAGE1	1
64699	TMPRSS3	0
64708	COPS7B	0
64710	NUCKS1	0
64711	HS3ST6	0
64714	PDIA2	0
64718	UNKL	0
64743	WDR13	0
64744	SMAP2	0
64745	METTL17	0
64746	ACBD3	0
64747	MFSD1	1
64748	PLPPR2	0
64750	SMURF2	1
64753	CCDC136	0
64754	SMYD3	0
64755	RUSF1	0
64756	ATPAF1	0
64757	MTARC1	0
64759	TNS3	0
64760	FHIP2B	0
64761	PARP12	0
64762	GAREM1	0
64763	ZNF574	0
64764	CREB3L2	0
64766	S100PBP	0
64768	IPPK	1
64769	MEAF6	1
64770	CCDC14	0
64771	ILRUN	0
64772	ENGASE	0
64773	PCED1A	1
64776	CFAP68	0
64777	RMND5B	0
64778	FNDC3B	0
64779	MTHFSD	0
64780	MICAL1	0
64781	CERK	0
64782	AEN	0
64783	RBM15	0
64784	CRTC3	0
64785	GINS3	0
64786	TBC1D15	0
64787	EPS8L2	0
64788	LMF1	0
64789	EXO5	0
64792	IFT22	0
64793	CEP85	0
64794	DDX31	0
64795	RMND5A	0
64798	DEPTOR	0
64799	IQCH	0
64800	EFCAB6	0
64801	ARV1	0
64802	NMNAT1	1
64805	P2RY12	0
64806	IL25	0
64816	CYP3A43	1
64834	ELOVL1	0
64837	KLC2	0
64838	FNDC4	0
64839	FBXL17	0
64840	PORCN	0
64841	GNPNAT1	1
64843	ISL2	0
64844	MARCHF7	0
64847	SPATA20	1
64848	YTHDC2	0
64849	SLC13A3	0
64850	ETNPPL	0
64852	TUT1	0
64853	AIDA	1
64854	USP46	0
64855	NIBAN2	0
64856	VWA1	0
64857	PLEKHG2	0
64858	DCLRE1B	0
64859	NABP1	0
64860	ARMCX5	0
64863	METTL4	0
64864	RFX7	0
64866	CDCP1	0
64881	PCDH20	0
64895	PAPOLG	0
64897	C12orf43	0
64900	LPIN3	0
64901	RANBP17	0
64902	AGXT2	0
64919	BCL11B	0
64921	CASD1	0
64922	LRRC19	0
64924	SLC30A5	1
64925	CCDC71	0
64926	RASAL3	0
64927	TTC23	0
64928	MRPL14	1
64943	NT5DC2	1
64946	CENPH	0
64949	MRPS26	0
64951	MRPS24	1
64960	MRPS15	1
64963	MRPS11	1
64965	MRPS9	0
64968	MRPS6	1
64969	MRPS5	1
64975	MRPL41	0
64976	MRPL40	1
64978	MRPL38	0
64979	MRPL36	1
64981	MRPL34	0
64983	MRPL32	1
65003	MRPL11	1
65005	MRPL9	1
65008	MRPL1	0
65009	NDRG4	0
65010	SLC26A6	0
65018	PINK1	0
65055	REEP1	0
65056	GPBP1	1
65057	ACD	0
65059	RAPH1	0
65061	CDK15	0
65062	TMEM237	0
65065	NBEAL1	0
65078	RTN4R	0
65080	MRPL44	0
65082	VPS33A	0
65083	NOL6	0
65084	TMEM135	0
65094	JMJD4	1
65095	KRI1	0
65108	MARCKSL1	1
65109	UPF3B	1
65110	UPF3A	1
65117	RSRC2	1
65121	PRAMEF1	1
65122	PRAMEF2	0
65123	INTS3	0
65124	SOWAHC	1
65125	WNK1	0
65217	PCDH15	0
65220	NADK	0
65243	ZFP69B	0
65244	SPATS2	0
65249	ZSWIM4	0
65250	CPLANE1	0
65251	ZNF649	0
65258	MPPE1	1
65260	COA7	0
65263	PYCR3	0
65264	UBE2Z	0
65265	C8orf33	0
65266	WNK4	0
65267	WNK3	0
65268	WNK2	0
65975	STK33	1
65977	PLEKHA3	1
65979	PHACTR4	0
65980	BRD9	1
65981	CAPRIN2	0
65982	ZSCAN18	0
65983	GRAMD2B	0
65985	AACS	1
65986	ZBTB10	1
65987	KCTD14	0
65988	ZNF747	0
65989	DLK2	0
65990	ANTKMT	0
65991	FUNDC2	1
65992	DDRGK1	0
65993	MRPS34	0
65997	RASL11B	0
65998	ZFTA	0
65999	LRRC61	0
66000	TMEM108	0
66002	CYP4F12	1
66004	LYNX1	0
66005	CHID1	0
66008	TRAK2	1
66035	SLC2A11	0
66036	MTMR9	1
66037	BOLL	0
78986	DUSP26	0
78987	CRELD1	0
78988	MRPL57	1
78989	COLEC11	0
78990	OTUB2	0
78991	PCYOX1L	0
78992	YIPF2	0
78994	PRR14	0
78995	HROB	0
78996	CYREN	0
78997	GDAP1L1	0
78999	LRFN4	0
79000	AUNIP	0
79001	VKORC1	1
79002	TRIR	0
79003	MIS12	0
79004	CUEDC2	0
79005	SCNM1	0
79006	METRN	0
79007	DBNDD1	0
79008	SLX1B	0
79009	DDX50	1
79012	CAMKV	0
79016	DDA1	1
79017	GGCT	1
79018	GID4	0
79019	CENPM	0
79020	C7orf25	0
79022	TMEM106C	0
79023	NUP37	0
79024	SMIM2	0
79025	FNDC11	0
79026	AHNAK	0
79027	ZNF655	1
79029	AFG2B	0
79031	PDCL3	1
79033	ERI3	0
79034	INTS15	0
79035	NABP2	1
79036	KXD1	0
79037	PVRIG	1
79038	ZFYVE21	0
79039	DDX54	0
79041	TMEM38A	1
79042	TSEN34	0
79047	KCTD15	0
79048	SECISBP2	1
79050	NOC4L	0
79053	ALG8	0
79054	TRPM8	0
79056	PRRG4	0
79057	PRRG3	0
79058	ASPSCR1	0
79064	TMEM223	0
79065	ATG9A	0
79066	METTL16	0
79068	FTO	1
79070	POGLUT2	1
79071	ELOVL6	0
79072	FASTKD3	1
79073	TMEM109	0
79074	C2orf49	0
79075	DSCC1	0
79077	DCTPP1	0
79078	C1orf50	0
79080	CCDC86	1
79081	LBHD1	0
79083	MLPH	0
79084	WDR77	1
79085	SLC25A23	0
79086	SMIM7	1
79087	ALG12	0
79088	ZNF426	1
79089	TMUB2	0
79090	TRAPPC6A	0
79091	METTL22	0
79092	CARD14	0
79094	CHAC1	0
79095	BBLN	1
79096	CSTPP1	0
79097	TRIM48	1
79098	C1orf116	0
79101	TAF1D	0
79102	RNF26	0
79109	MAPKAP1	0
79132	DHX58	0
79133	NDUFAF5	0
79134	TMEM185B	0
79135	APOO	1
79137	RETREG2	0
79139	DERL1	0
79140	CCDC28B	0
79142	PHF23	0
79143	MBOAT7	0
79144	PPDPF	1
79145	CHCHD7	0
79147	FKRP	0
79148	MMP28	0
79149	ZSCAN5A	1
79152	FA2H	0
79153	GDPD3	0
79154	DHRS11	0
79155	TNIP2	1
79156	PLEKHF1	0
79157	MFSD11	0
79158	GNPTAB	0
79159	NOL12	0
79161	TMEM243	0
79165	LENG1	0
79168	LILRA6	1
79169	C1orf35	0
79170	PRR15L	0
79171	RBM42	0
79172	CENPO	0
79173	BRME1	0
79174	CRELD2	0
79175	ZNF343	0
79176	FBXL15	0
79177	ZNF576	0
79178	THTPA	0
79180	EFHD2	0
79183	TTPAL	0
79184	BRCC3	1
79187	FSD1	0
79188	TMEM43	0
79190	IRX6	0
79191	IRX3	0
79192	IRX1	1
79228	THOC6	0
79230	ZNF557	0
79258	MMEL1	0
79269	DCAF10	0
79290	OR13A1	0
79295	OR5H6	0
79296	OR52E1	0
79310	OR5H2	0
79317	OR4K5	0
79324	OR51G1	0
79334	OR11H2	0
79339	OR51B4	0
79345	OR51B2	0
79346	OR4C5	0
79363	CPLANE2	0
79364	ZXDC	0
79365	BHLHE41	0
79366	HMGN5	0
79368	FCRL2	0
79369	B3GNT4	0
79370	BCL2L14	0
79400	NOX5	0
79411	GLB1L	0
79412	KREMEN2	0
79413	ZBED2	0
79414	LRFN3	0
79415	CYBC1	0
79441	HAUS3	0
79442	LRRC2	1
79443	FYCO1	0
79444	BIRC7	0
79446	WDR25	0
79447	PAGR1	0
79465	ULBP3	0
79473	OR52N1	0
79482	OR5AL1	0
79490	OR10G6	0
79501	OR4F5	0
79541	OR2A4	0
79544	OR4K1	1
79549	OR6J1	0
79567	RIPOR1	0
79568	MAIP1	0
79570	NKAIN1	1
79571	GCC1	0
79572	ATP13A3	0
79573	TTC13	0
79574	EPS8L3	0
79575	ABHD8	0
79576	NKAP	1
79577	CDC73	1
79581	SLC52A2	0
79582	SPAG16	0
79583	TMEM231	1
79585	CORO7	0
79586	CHPF	0
79587	CARS2	0
79589	RNF128	0
79590	MRPL24	0
79591	ARMH3	0
79594	MUL1	0
79595	SAP130	0
79596	OBI1	0
79598	CEP97	0
79600	TCTN1	0
79602	ADIPOR2	1
79603	CERS4	0
79605	PGBD5	0
