refseq_ids	Ensembl_Gene_ID
NP_444253.3	ENSG00000065534
NP_057593.3	ENSG00000165682
NP_003831.2	ENSG00000173530
NP_115659.1	ENSG00000204160
NP_068579.3	ENSG00000131558
NP_008840.1	ENSG00000113319
NP_079085.2	ENSG00000168778
NP_057700.3	ENSG00000086288
NP_001658.2	ENSG00000213465
NP_659429.4	ENSG00000168658
NP_001123481.3	ENSG00000178295
NP_689749.3	ENSG00000154783
NP_060224.3	ENSG00000065060
NP_001124479.1	ENSG00000121210
NP_037474.1	ENSG00000105619
NP_063950.2	ENSG00000278889
NP_055022.2	ENSG00000110448
NP_872296.1	ENSG00000131115
NP_001382425.1	ENSG00000151575
NP_079131.3	ENSG00000101442
NP_659475.2	ENSG00000157856
NP_001508.1	ENSG00000213780
NP_008864.4	ENSG00000198743
NP_001185879.1	ENSG00000041515
NP_689504.2	ENSG00000171195
NP_005046.2	ENSG00000165917
NP_689637.3	ENSG00000184675
NP_061139.2	ENSG00000160193
NP_001245.1	ENSG00000094804
NP_003715.3	ENSG00000234616
NP_001350870.1	ENSG00000114098
NP_060141.3	ENSG00000101311
NP_078939.3	ENSG00000215440
NP_001094832.1	ENSG00000234438
NP_066934.1	ENSG00000122707
NP_001003.1	ENSG00000142937
NP_065143.2	ENSG00000105726
NP_001127838.1	ENSG00000136750
NP_001001912.2	ENSG00000221977
NP_001362334.1	ENSG00000168944
NP_001357616.1	ENSG00000124678
NP_001317665.1	ENSG00000177853
NP_057953.1	ENSG00000196092
NP_004935.1	ENSG00000163687
NP_001052.3	ENSG00000059377
NP_904356.1	ENSG00000147364
NP_006576.2	ENSG00000156261
NP_036513.2	ENSG00000135336
NP_009156.2	ENSG00000182575
NP_055314.1	ENSG00000078589
NP_001004309.2	ENSG00000196391
NP_001357144.1	ENSG00000197951
NP_001353473.1	ENSG00000118308
NP_001380310.1	ENSG00000109265
NP_001269609.1	ENSG00000165219
NP_001278232.1	ENSG00000196159
NP_036569.1	ENSG00000143553
NP_006171.2	ENSG00000148053
NP_689916.2	ENSG00000177409
NP_056082.2	ENSG00000111249
NP_057118.1	ENSG00000122140
NP_115667.2	ENSG00000118473
NP_001382436.1	ENSG00000176040
NP_056140.1	ENSG00000164151
NP_954630.2	ENSG00000173432
NP_009134.1	ENSG00000157654
NP_003889.1	ENSG00000078269
NP_058198.2	ENSG00000160179
NP_003793.2	ENSG00000006788
NP_001376612.1	ENSG00000090615
NP_079503.1	ENSG00000078898
NP_055203.4	ENSG00000117597
NP_003474.1	ENSG00000149948
NP_001290193.1	ENSG00000196428
NP_619525.1	ENSG00000125447
NP_000186.2	ENSG00000107521
NP_112591.2	ENSG00000138613
NP_009133.2	ENSG00000108599
NP_001138667.1	ENSG00000148482
NP_006631.2	ENSG00000184640
NP_078929.1	ENSG00000128563
NP_037488.2	ENSG00000100156
NP_001136041.1	ENSG00000163362
NP_113680.1	ENSG00000173914
NP_001007468.1	ENSG00000198089
NP_002305.1	ENSG00000106683
NP_002453.2	ENSG00000157601
NP_001035889.1	ENSG00000109685
NP_056288.2	ENSG00000129493
NP_001103224.1	ENSG00000127329
NP_000774.2	ENSG00000095596
NP_006180.1	ENSG00000254550
NP_065705.3	ENSG00000138468
NP_631906.2	ENSG00000185053
NP_996898.2	ENSG00000177694
NP_001073940.1	ENSG00000187800
NP_001294857.1	ENSG00000166634
NP_003963.1	ENSG00000095564
NP_631910.1	ENSG00000174448
NP_000843.1	ENSG00000084207
NP_001376395.1	ENSG00000015413
NP_663780.2	ENSG00000182253
NP_001243035.1	ENSG00000134256
NP_005185.2	ENSG00000172216
NP_689876.2	ENSG00000116191
NP_008993.1	ENSG00000136045
NP_057231.1	ENSG00000214517
NP_001001918.1	ENSG00000177174
NP_036340.1	ENSG00000112855
NP_085128.2	ENSG00000138336
NP_059117.3	ENSG00000132423
NP_001787.2	ENSG00000150394
NP_000437.3	ENSG00000005421
NP_079107.6	ENSG00000137574
NP_150091.2	ENSG00000164985
NP_115560.1	ENSG00000097096
NP_689976.2	ENSG00000162641
NP_004889.1	ENSG00000134852
NP_997279.2	ENSG00000158286
NP_078849.1	ENSG00000146476
NP_065972.4	ENSG00000100503
NP_001277187.1	ENSG00000146809
NP_036442.3	ENSG00000090889
NP_002144.1	ENSG00000086696
NP_612482.2	ENSG00000185591
NP_003168.2	ENSG00000165025
NP_620414.1	ENSG00000169618
NP_057669.1	ENSG00000105549
NP_001120925.1	ENSG00000105928
NP_789790.2	ENSG00000185792
NP_004619.3	ENSG00000154767
NP_079464.2	ENSG00000134253
NP_000961.2	ENSG00000089009
NP_001124437.1	ENSG00000164828
NP_689769.2	ENSG00000164603
NP_077300.3	ENSG00000184164
NP_055449.1	ENSG00000100034
NP_001005373.1	ENSG00000148356
NP_003239.2	ENSG00000113296
NP_001004454.1	ENSG00000171496
NP_005757.1	ENSG00000152767
NP_065387.1	ENSG00000070886
NP_443715.1	ENSG00000163913
NP_112536.2	ENSG00000242221
NP_071745.1	ENSG00000164308
NP_068776.2	ENSG00000111713
NP_001123614.1	ENSG00000110002
NP_653188.2	ENSG00000138152
NP_001074008.1	ENSG00000144395
NP_001001668.3	ENSG00000197016
NP_079109.2	ENSG00000083814
NP_006868.3	ENSG00000137198
NP_775490.2	ENSG00000142178
NP_150598.1	ENSG00000122375
NP_005712.1	ENSG00000115091
NP_878901.2	ENSG00000146592
NP_573419.2	ENSG00000113108
NP_056194.1	ENSG00000164713
NP_001073404.1	ENSG00000237521
NP_006120.1	ENSG00000168487
NP_004646.3	ENSG00000168646
NP_004202.4	ENSG00000165970
NP_000087.2	ENSG00000047457
NP_079353.3	ENSG00000132773
NP_001845.3	ENSG00000060718
NP_004243.1	ENSG00000109062
NP_004318.3	ENSG00000186716
NP_000553.1	ENSG00000157131
NP_001123362.1	ENSG00000214954
NP_004416.2	ENSG00000143369
NP_659483.2	ENSG00000269058
NP_006566.2	ENSG00000012983
NP_115706.1	ENSG00000256812
NP_036553.2	ENSG00000117000
NP_002517.1	ENSG00000135318
NP_056210.1	ENSG00000205356
NP_031377.2	ENSG00000138722
NP_006558.1	ENSG00000145982
NP_703148.4	ENSG00000171487
NP_001073944.1	ENSG00000178385
NP_001004702.2	ENSG00000176547
NP_116222.4	ENSG00000158615
NP_056494.1	ENSG00000167112
NP_775960.4	ENSG00000148204
NP_078951.2	ENSG00000083093
NP_060837.3	ENSG00000078124
NP_001028774.3	ENSG00000132938
NP_004615.2	ENSG00000114812
NP_001073873.2	ENSG00000257446
NP_039269.2	ENSG00000005156
NP_982278.3	ENSG00000205808
NP_115897.1	ENSG00000269556
NP_001310297.1	ENSG00000064225
NP_006840.2	ENSG00000185615
NP_064615.3	ENSG00000130810
NP_055867.3	ENSG00000002746
NP_000746.3	ENSG00000095321
NP_001046.2	ENSG00000196502
NP_001371955.1	ENSG00000173517
NP_055793.1	ENSG00000156395
NP_477097.1	ENSG00000175305
NP_683760.1	ENSG00000127863
NP_006841.1	ENSG00000162892
NP_000709.1	ENSG00000148408
NP_055176.1	ENSG00000149972
NP_056963.2	ENSG00000177511
NP_001271346.1	ENSG00000183060
NP_006282.2	ENSG00000185215
NP_061755.1	ENSG00000120328
NP_001128520.1	ENSG00000140044
NP_057290.2	ENSG00000206538
NP_525023.2	ENSG00000154262
NP_056955.2	ENSG00000142684
NP_061841.2	ENSG00000172554
NP_060334.2	ENSG00000164941
NP_005836.2	ENSG00000125257
NP_004964.2	ENSG00000008083
NP_055690.1	ENSG00000118193
NP_001004717.1	ENSG00000176246
NP_064714.2	ENSG00000116183
NP_001071174.1	ENSG00000203734
NP_000419.1	ENSG00000119681
NP_001361665.1	ENSG00000151914
NP_005882.2	ENSG00000120437
NP_001269886.1	ENSG00000188523
NP_003266.1	ENSG00000136842
NP_002325.2	ENSG00000134569
NP_056952.2	ENSG00000243772
NP_001353651.1	ENSG00000155974
NP_001005165.1	ENSG00000180974
NP_001358915.1	ENSG00000144406
NP_001364955.1	ENSG00000144426
NP_919288.2	ENSG00000144488
NP_003887.3	ENSG00000115525
NP_060080.6	ENSG00000157450
NP_001032902.1	ENSG00000186026
NP_077021.1	ENSG00000166012
NP_003357.2	ENSG00000140740
NP_542782.1	ENSG00000146700
NP_001371290.1	ENSG00000185664
NP_689538.1	ENSG00000175664
NP_077819.2	ENSG00000189298
NP_060825.2	ENSG00000170954
NP_071925.2	ENSG00000183655
NP_543135.1	ENSG00000165204
NP_001002257.1	ENSG00000172954
NP_987095.1	ENSG00000198231
NP_000762.2	ENSG00000138109
NP_005044.1	ENSG00000179262
NP_005205.2	ENSG00000163599
NP_001153780.1	ENSG00000136169
NP_001035982.1	ENSG00000139734
NP_001354543.1	ENSG00000089091
NP_005613.2	ENSG00000005187
NP_940999.1	ENSG00000176986
NP_001004750.1	ENSG00000176239
NP_064588.1	ENSG00000152595
NP_570722.2	ENSG00000256061
NP_004861.2	ENSG00000129255
NP_001012985.2	ENSG00000181381
NP_001395.1	ENSG00000254772
NP_819056.1	ENSG00000163982
NP_001254489.1	ENSG00000105289
NP_004993.1	ENSG00000139180
NP_112218.2	ENSG00000174123
NP_891554.1	ENSG00000164877
NP_001363853.1	ENSG00000073737
NP_036322.2	ENSG00000144908
NP_001317517.1	ENSG00000134900
NP_001340108.1	ENSG00000187950
NP_647480.1	ENSG00000179520
NP_001305824.1	ENSG00000115641
NP_037460.2	ENSG00000143811
NP_787096.2	ENSG00000185905
NP_001092878.1	ENSG00000175766
NP_001007254.2	ENSG00000213462
NP_004814.1	ENSG00000099337
NP_001131073.1	ENSG00000179627
NP_004818.2	ENSG00000118777
NP_002646.2	ENSG00000181690
NP_001073977.1	ENSG00000112837
NP_060322.1	ENSG00000022556
NP_689616.2	ENSG00000164318
NP_060585.2	ENSG00000198301
NP_660155.2	ENSG00000162643
NP_002280.1	ENSG00000167531
NP_056386.2	ENSG00000112701
NP_001922.2	ENSG00000150768
NP_077317.2	ENSG00000130544
NP_003494.1	ENSG00000097046
NP_000931.1	ENSG00000105852
NP_001338.2	ENSG00000145214
NP_689804.1	ENSG00000173093
NP_258260.1	ENSG00000197948
NP_001353247.1	ENSG00000125386
NP_940839.1	ENSG00000087586
NP_006776.1	ENSG00000172175
NP_071397.3	ENSG00000142611
NP_055383.1	ENSG00000136542
NP_008913.2	ENSG00000180318
NP_060634.2	ENSG00000064102
NP_001075955.2	ENSG00000102977
NP_067020.2	ENSG00000103175
NP_689829.3	ENSG00000155890
NP_061875.2	ENSG00000143971
NP_003908.1	ENSG00000213983
NP_689529.1	ENSG00000152219
NP_036468.1	ENSG00000141562
NP_001357016.1	ENSG00000126262
NP_689871.1	ENSG00000161277
NP_001229241.1	ENSG00000150510
NP_068746.2	ENSG00000151806
NP_056175.3	ENSG00000039123
NP_002420.1	ENSG00000123342
NP_001193934.1	ENSG00000159915
NP_001965.3	ENSG00000174837
NP_031392.3	ENSG00000153246
NP_003405.4	ENSG00000185947
NP_113664.1	ENSG00000103196
NP_005243.1	ENSG00000170345
NP_003418.2	ENSG00000065029
NP_067022.1	ENSG00000137767
NP_056487.1	ENSG00000275793
NP_892117.1	ENSG00000152464
NP_004608.1	ENSG00000169903
NP_056126.1	ENSG00000124006
NP_005209.1	ENSG00000164825
NP_061742.1	ENSG00000253731
NP_060890.2	ENSG00000163393
NP_001129058.1	ENSG00000181904
NP_002926.2	ENSG00000169397
NP_001186562.1	ENSG00000197506
NP_696961.2	ENSG00000137204
NP_002294.2	ENSG00000116678
NP_001899.1	ENSG00000164733
NP_543015.1	ENSG00000149609
NP_000837.3	ENSG00000244067
NP_612404.1	ENSG00000247626
NP_004261.1	ENSG00000155868
NP_001229811.1	ENSG00000213995
NP_001333683.1	ENSG00000277161
NP_004623.1	ENSG00000132676
NP_003730.4	ENSG00000196139
NP_277045.1	ENSG00000140323
NP_066552.2	ENSG00000178127
NP_079279.3	ENSG00000173157
NP_001124389.2	ENSG00000239998
NP_002510.2	ENSG00000149308
NP_037434.2	ENSG00000103319
NP_001004311.2	ENSG00000183733
NP_000594.2	ENSG00000164867
NP_036471.1	ENSG00000099282
NP_004067.1	ENSG00000100053
NP_149098.2	ENSG00000105793
NP_056290.3	ENSG00000119812
NP_067677.4	ENSG00000253797
NP_001004726.1	ENSG00000176567
NP_006528.2	ENSG00000140455
NP_001985.2	ENSG00000143278
NP_000953.2	ENSG00000095303
NP_689771.3	ENSG00000106012
NP_057092.2	ENSG00000138036
NP_001073931.1	ENSG00000187806
NP_055394.2	ENSG00000165794
NP_001188356.1	ENSG00000146122
NP_065089.2	ENSG00000087589
NP_057522.1	ENSG00000131097
NP_061183.2	ENSG00000196660
NP_005389.1	ENSG00000119938
NP_001006639.1	ENSG00000172794
NP_001809.4	ENSG00000198610
NP_061740.2	ENSG00000262576
NP_112215.1	ENSG00000164296
NP_078945.2	ENSG00000164512
NP_001254476.1	ENSG00000101246
NP_060317.3	ENSG00000157181
NP_001353815.1	ENSG00000151948
NP_001287868.1	ENSG00000061492
NP_003706.2	ENSG00000138768
NP_004656.3	ENSG00000112303
NP_036586.3	ENSG00000146426
NP_004159.2	ENSG00000073578
NP_000485.3	ENSG00000065618
NP_004467.1	ENSG00000086205
NP_919268.1	ENSG00000156876
NP_078953.4	ENSG00000179299
NP_068810.3	ENSG00000173039
NP_005077.2	ENSG00000123096
NP_000779.1	ENSG00000156136
NP_001356698.1	ENSG00000167702
NP_002791.1	ENSG00000240065
NP_001785.2	ENSG00000179242
NP_001371661.1	ENSG00000197603
NP_001336135.1	ENSG00000134324
NP_001364258.1	ENSG00000187510
NP_002105.3	ENSG00000095951
NP_001127.1	ENSG00000204305
NP_857596.2	ENSG00000165325
NP_001139.3	ENSG00000145362
NP_001602.1	ENSG00000102575
NP_079198.2	ENSG00000172828
NP_065805.2	ENSG00000031081
NP_060866.2	ENSG00000165055
NP_932341.1	ENSG00000161328
NP_005755.1	ENSG00000162366
NP_001324.2	ENSG00000136943
NP_055671.2	ENSG00000198837
NP_005027.2	ENSG00000186951
NP_000444.1	ENSG00000105641
NP_115727.5	ENSG00000278845
NP_065699.1	ENSG00000128791
NP_694942.3	ENSG00000154914
NP_001004758.1	ENSG00000176922
NP_940968.1	ENSG00000172244
NP_003729.3	ENSG00000117425
NP_036311.3	ENSG00000100225
NP_057607.1	ENSG00000150045
NP_067069.2	ENSG00000244355
NP_002782.1	ENSG00000100902
NP_001010867.1	ENSG00000181873
NP_071909.1	ENSG00000120725
NP_542789.2	ENSG00000149488
NP_037487.2	ENSG00000160447
NP_001231873.1	ENSG00000157214
NP_001230368.1	ENSG00000128487
NP_071403.1	ENSG00000198754
NP_149350.3	ENSG00000274349
NP_067040.1	ENSG00000175691
NP_848552.1	ENSG00000124203
NP_000897.3	ENSG00000169418
NP_898829.1	ENSG00000095794
NP_057250.1	ENSG00000033800
NP_060698.2	ENSG00000133980
NP_003649.2	ENSG00000043039
NP_001120738.1	ENSG00000168936
NP_694571.2	ENSG00000139174
NP_060271.1	ENSG00000091317
NP_060661.3	ENSG00000136144
NP_001482.1	ENSG00000111846
NP_005317.2	ENSG00000063854
NP_001157101.1	ENSG00000117501
NP_062571.1	ENSG00000150967
NP_005844.4	ENSG00000176842
NP_473451.3	ENSG00000131386
NP_001364387.1	ENSG00000121940
NP_932163.1	ENSG00000171307
NP_853559.1	ENSG00000105865
NP_060749.2	ENSG00000139291
NP_036347.1	ENSG00000198408
NP_056502.1	ENSG00000118407
NP_001180258.1	ENSG00000148120
NP_000579.2	ENSG00000164399
NP_056137.1	ENSG00000169018
NP_008878.3	ENSG00000174780
NP_002821.1	ENSG00000088179
NP_065883.1	ENSG00000143373
NP_060932.2	ENSG00000254999
NP_001017920.2	ENSG00000163331
NP_001847.3	ENSG00000084636
NP_005439.2	ENSG00000130385
NP_001127914.1	ENSG00000196653
NP_004124.5	ENSG00000164749
NP_000894.1	ENSG00000181019
NP_001269646.1	ENSG00000066923
NP_055532.1	ENSG00000198597
NP_001357390.1	ENSG00000149328
NP_776161.3	ENSG00000172901
NP_689705.2	ENSG00000162592
NP_055677.3	ENSG00000172379
NP_066939.1	ENSG00000164742
NP_009200.2	ENSG00000116266
NP_001316717.1	ENSG00000170044
NP_079218.2	ENSG00000119965
NP_006784.1	ENSG00000165672
NP_060708.1	ENSG00000006530
NP_002405.1	ENSG00000292348
NP_612140.1	ENSG00000125823
NP_005036.2	ENSG00000189056
NP_055130.1	ENSG00000165516
NP_008829.3	ENSG00000128652
NP_110444.3	ENSG00000178878
NP_000409.1	ENSG00000077238
NP_054896.2	ENSG00000075336
NP_689919.1	ENSG00000164645
NP_006463.3	ENSG00000265972
NP_003232.2	ENSG00000163810
NP_059990.2	ENSG00000196199
NP_056383.1	ENSG00000101445
NP_054879.3	ENSG00000075975
NP_071355.1	ENSG00000178694
NP_001291490.1	ENSG00000204290
NP_079048.3	ENSG00000197056
NP_055134.2	ENSG00000174106
NP_004782.1	ENSG00000198542
NP_037396.3	ENSG00000109832
NP_001338507.1	ENSG00000136811
NP_003385.2	ENSG00000169884
NP_612401.2	ENSG00000160410
NP_055246.2	ENSG00000107719
NP_001132960.1	ENSG00000152689
NP_057646.1	ENSG00000196664
NP_056505.2	ENSG00000163482
NP_004544.1	ENSG00000145494
NP_112227.1	ENSG00000117069
NP_001037770.1	ENSG00000112305
NP_861447.3	ENSG00000111912
NP_001004684.1	ENSG00000178358
NP_114477.1	ENSG00000253767
NP_001380726.1	ENSG00000140798
NP_001276054.1	ENSG00000159110
NP_004554.3	ENSG00000100889
NP_055876.2	ENSG00000107077
NP_001116118.2	ENSG00000168754
NP_115967.2	ENSG00000138347
NP_653299.4	ENSG00000198483
NP_002225.2	ENSG00000130037
NP_612449.2	ENSG00000168140
NP_665872.2	ENSG00000175311
NP_057022.2	ENSG00000169251
NP_001371457.1	ENSG00000167491
NP_689801.1	ENSG00000179104
NP_001004457.2	ENSG00000171501
NP_066978.1	ENSG00000090659
NP_997055.1	ENSG00000187258
NP_001316143.1	ENSG00000150527
NP_000769.2	ENSG00000187048
NP_001163.1	ENSG00000081181
NP_997281.2	ENSG00000213512
NP_004645.2	ENSG00000114374
NP_000540.2	ENSG00000134200
NP_006444.2	ENSG00000183751
NP_149118.2	ENSG00000120341
NP_001357087.1	ENSG00000189023
NP_002262.4	ENSG00000065150
NP_001159632.1	ENSG00000158528
NP_689607.2	ENSG00000163645
NP_006145.2	ENSG00000069869
NP_002139.2	ENSG00000128710
NP_775760.3	ENSG00000171495
NP_932079.1	ENSG00000168903
NP_001761.3	ENSG00000177455
NP_004590.2	ENSG00000198911
NP_008967.1	ENSG00000164283
NP_001372103.1	ENSG00000055483
NP_002883.3	ENSG00000032219
NP_006015.4	ENSG00000106052
NP_001350693.1	ENSG00000167302
NP_064581.2	ENSG00000076924
NP_619651.3	ENSG00000198488
NP_001701.2	ENSG00000243649
NP_004905.3	ENSG00000100228
NP_113626.1	ENSG00000112874
NP_001092005.1	ENSG00000128276
NP_079368.3	ENSG00000142102
NP_937770.1	ENSG00000188782
NP_001121620.1	ENSG00000072274
NP_002452.1	ENSG00000167508
NP_444507.1	ENSG00000159212
NP_001108446.1	ENSG00000188176
NP_001469.1	ENSG00000135454
NP_659491.4	ENSG00000166596
NP_001077005.1	ENSG00000127084
NP_067008.3	ENSG00000099338
NP_848639.2	ENSG00000187187
NP_055478.2	ENSG00000066135
NP_005292.2	ENSG00000178623
NP_056958.3	ENSG00000168214
NP_579916.1	ENSG00000152942
NP_908973.1	ENSG00000147573
NP_078837.3	ENSG00000172766
NP_001904.2	ENSG00000257923
NP_001188479.1	ENSG00000134365
NP_078891.2	ENSG00000151883
NP_004765.2	ENSG00000125686
NP_005842.1	ENSG00000167797
NP_078827.2	ENSG00000006831
NP_004161.4	ENSG00000106688
NP_001103824.1	ENSG00000188372
NP_114171.2	ENSG00000177602
NP_066018.1	ENSG00000124160
NP_001017363.1	ENSG00000205143
NP_056998.4	ENSG00000153066
NP_066938.2	ENSG00000100095
NP_036307.2	ENSG00000110429
NP_113623.1	ENSG00000173451
NP_001186094.1	ENSG00000154240
NP_006761.1	ENSG00000019169
NP_056345.3	ENSG00000115806
NP_075045.2	ENSG00000115421
NP_001003931.4	ENSG00000041880
NP_443169.2	ENSG00000168300
NP_116035.5	ENSG00000141540
NP_078859.2	ENSG00000144306
NP_683765.2	ENSG00000162881
NP_037412.2	ENSG00000126500
NP_055842.2	ENSG00000179889
NP_573439.2	ENSG00000060656
NP_001697.2	ENSG00000113916
NP_001353387.1	ENSG00000164465
NP_000604.1	ENSG00000110169
NP_056182.2	ENSG00000099968
NP_079511.1	ENSG00000107854
NP_001073985.1	ENSG00000204928
NP_008877.2	ENSG00000173898
NP_001381718.1	ENSG00000196388
NP_001273535.1	ENSG00000177685
NP_872348.2	ENSG00000165837
NP_065094.3	ENSG00000165078
NP_291031.2	ENSG00000197273
NP_000584.3	ENSG00000168394
NP_001310016.1	ENSG00000188385
NP_958843.2	ENSG00000130783
NP_060509.2	ENSG00000186280
NP_055139.4	ENSG00000242110
NP_003617.1	ENSG00000131626
NP_065831.1	ENSG00000204624
NP_057016.1	ENSG00000132963
NP_064425.2	ENSG00000109667
NP_001538.4	ENSG00000119922
NP_079321.3	ENSG00000128298
NP_055990.1	ENSG00000160796
NP_061936.3	ENSG00000143924
NP_064583.2	ENSG00000108588
NP_001035514.2	ENSG00000141956
NP_078801.3	ENSG00000143643
NP_003804.2	ENSG00000139985
NP_001170777.1	ENSG00000145730
NP_002419.1	ENSG00000102996
NP_002626.1	ENSG00000075415
NP_079123.3	ENSG00000170537
NP_478108.2	ENSG00000164871
NP_072101.1	ENSG00000204414
NP_000764.1	ENSG00000130649
NP_000556.1	ENSG00000160712
NP_005928.2	ENSG00000275023
NP_777573.1	ENSG00000196943
NP_861441.2	ENSG00000186335
NP_037490.2	ENSG00000142623
NP_001358166.1	ENSG00000165188
NP_000130.1	ENSG00000149534
NP_620712.2	ENSG00000173699
NP_001095139.1	ENSG00000109452
NP_001034931.1	ENSG00000204237
NP_116126.3	ENSG00000176619
NP_003001.1	ENSG00000065559
NP_001438.1	ENSG00000086570
NP_821174.1	ENSG00000006118
NP_001881.1	ENSG00000126545
NP_775826.2	ENSG00000156521
NP_689508.3	ENSG00000113407
NP_004357.3	ENSG00000114859
NP_775867.2	ENSG00000139540
NP_075390.1	ENSG00000120952
NP_065181.1	ENSG00000001461
NP_006633.1	ENSG00000054282
NP_001092142.1	ENSG00000181333
NP_004121.2	ENSG00000163754
NP_001382359.1	ENSG00000137843
NP_060338.3	ENSG00000149292
NP_998755.1	ENSG00000204977
NP_001025168.2	ENSG00000197841
NP_001159743.1	ENSG00000182957
NP_001009909.2	ENSG00000187398
NP_001362476.1	ENSG00000154175
NP_001288131.1	ENSG00000111344
NP_001006631.1	ENSG00000181072
NP_037400.1	ENSG00000105198
NP_060389.2	ENSG00000136874
NP_006605.2	ENSG00000134121
NP_001122398.1	ENSG00000205085
NP_004448.2	ENSG00000123983
NP_000591.1	ENSG00000136244
NP_776175.2	ENSG00000166450
NP_115993.3	ENSG00000143994
NP_057706.2	ENSG00000132313
NP_031372.2	ENSG00000060491
NP_001015880.1	ENSG00000198682
NP_001004462.1	ENSG00000254737
NP_000697.1	ENSG00000166148
NP_060363.2	ENSG00000095539
NP_149974.2	ENSG00000125999
NP_001554.2	ENSG00000112706
NP_005623.1	ENSG00000103326
NP_079305.2	ENSG00000152082
NP_722576.3	ENSG00000156920
NP_056498.1	ENSG00000105643
NP_620164.1	ENSG00000164237
NP_061848.2	ENSG00000166848
NP_150241.2	ENSG00000140464
NP_066279.2	ENSG00000122859
NP_071927.1	ENSG00000125812
NP_001008949.1	ENSG00000198885
NP_060045.4	ENSG00000070366
NP_892030.3	ENSG00000185880
NP_001357227.2	ENSG00000139132
NP_001248770.1	ENSG00000103534
NP_079383.2	ENSG00000120279
NP_039227.1	ENSG00000171942
NP_004848.3	ENSG00000179841
NP_036288.2	ENSG00000088367
NP_787067.3	ENSG00000173928
NP_061760.2	ENSG00000113205
NP_060420.2	ENSG00000141519
NP_039224.2	ENSG00000280236
NP_060198.3	ENSG00000109066
NP_079355.2	ENSG00000163874
NP_001020095.1	ENSG00000090989
NP_006201.1	ENSG00000198300
NP_002834.3	ENSG00000149177
NP_001013679.2	ENSG00000183208
NP_001382182.1	ENSG00000264717
NP_060149.3	ENSG00000141376
NP_055483.2	ENSG00000196208
NP_006568.2	ENSG00000170340
NP_003610.2	ENSG00000164099
NP_001001520.1	ENSG00000167674
NP_060212.4	ENSG00000141664
NP_001103669.1	ENSG00000177679
NP_659400.3	ENSG00000176853
NP_006113.2	ENSG00000196547
NP_001306146.1	ENSG00000140465
NP_000954.1	ENSG00000073756
NP_001073965.2	ENSG00000107185
NP_001393.1	ENSG00000156508
NP_775100.1	ENSG00000144410
NP_001902.1	ENSG00000100448
NP_115518.3	ENSG00000101639
NP_003674.1	ENSG00000160214
NP_006603.2	ENSG00000129250
NP_001074318.1	ENSG00000213221
NP_071364.4	ENSG00000100099
NP_001245209.1	ENSG00000186446
NP_066999.1	ENSG00000152254
NP_065172.1	ENSG00000008118
NP_079195.3	ENSG00000153303
NP_009178.3	ENSG00000275066
NP_115580.2	ENSG00000100325
NP_001278675.1	ENSG00000162924
NP_006299.1	ENSG00000169271
NP_057632.2	ENSG00000135052
NP_061993.3	ENSG00000120322
NP_872308.2	ENSG00000185873
NP_001074261.1	ENSG00000128891
NP_001004450.2	ENSG00000280094
NP_005075.3	ENSG00000146070
NP_001167621.1	ENSG00000169379
NP_055731.2	ENSG00000164715
NP_112495.2	ENSG00000184635
NP_036460.1	ENSG00000128590
NP_078884.2	ENSG00000140398
NP_002284.3	ENSG00000135862
NP_689822.2	ENSG00000162852
NP_071409.3	ENSG00000107902
NP_996920.1	ENSG00000140262
NP_009007.2	ENSG00000198855
NP_001182192.1	ENSG00000186862
NP_689628.2	ENSG00000155975
NP_378667.1	ENSG00000197565
NP_003077.2	ENSG00000165684
NP_067645.3	ENSG00000256683
NP_001095.2	ENSG00000248746
NP_003096.2	ENSG00000137642
NP_001002907.1	ENSG00000150261
NP_001293018.1	ENSG00000130856
NP_612444.2	ENSG00000133477
NP_060101.3	ENSG00000137628
NP_001001667.1	ENSG00000225781
NP_055421.1	ENSG00000138641
NP_001243399.1	ENSG00000052126
NP_060988.3	ENSG00000065328
NP_937784.2	ENSG00000214013
NP_001017923.1	ENSG00000179476
NP_037495.1	ENSG00000163710
NP_001035267.1	ENSG00000165568
NP_001136256.1	ENSG00000137070
NP_005923.3	ENSG00000027001
NP_000417.3	ENSG00000196569
NP_001034589.2	ENSG00000158816
NP_001354490.1	ENSG00000116641
NP_060957.2	ENSG00000002933
NP_000180.2	ENSG00000159399
NP_150377.1	ENSG00000135074
NP_000405.1	ENSG00000133835
NP_001078880.1	ENSG00000152620
NP_006323.2	ENSG00000216490
NP_872344.3	ENSG00000182557
NP_001104490.1	ENSG00000196235
NP_203746.1	ENSG00000168010
NP_110392.1	ENSG00000176383
NP_004909.1	ENSG00000213231
NP_055733.2	ENSG00000131873
NP_001276972.1	ENSG00000204267
NP_055674.4	ENSG00000006740
NP_001362434.1	ENSG00000078018
NP_003148.2	ENSG00000114904
NP_064542.1	ENSG00000125879
NP_443203.1	ENSG00000164406
NP_003360.2	ENSG00000198382
NP_443189.1	ENSG00000147174
NP_055077.2	ENSG00000110811
NP_003821.1	ENSG00000268500
NP_001243307.1	ENSG00000197771
NP_443150.3	ENSG00000108018
NP_570133.1	ENSG00000155622
NP_001005482.2	ENSG00000197938
NP_001004708.1	ENSG00000166884
NP_001317514.1	ENSG00000154222
NP_001372784.1	ENSG00000203663
NP_002500.1	ENSG00000125820
NP_775819.1	ENSG00000171574
NP_001001711.1	ENSG00000170967
