ENSGene,ENSProt
ENSG00000009954,ENSP00000342434
ENSG00000205639,ENSP00000342501
ENSG00000143811,ENSP00000342502
ENSG00000182504,ENSP00000342510
ENSG00000015592,ENSP00000342538
ENSG00000177076,ENSP00000342609
ENSG00000184588,ENSP00000342637
ENSG00000110448,ENSP00000342681
ENSG00000189182,ENSP00000342710
ENSG00000181852,ENSP00000342755
ENSG00000115241,ENSP00000342778
ENSG00000075651,ENSP00000342793
ENSG00000114374,ENSP00000342812
ENSG00000170099,ENSP00000342850
ENSG00000147669,ENSP00000342889
ENSG00000147316,ENSP00000342924
ENSG00000130939,ENSP00000343001
ENSG00000187676,ENSP00000343002
ENSG00000067066,ENSP00000343023
ENSG00000003756,ENSP00000343054
ENSG00000129317,ENSP00000343081
ENSG00000188186,ENSP00000343118
ENSG00000137699,ENSP00000343129
ENSG00000168334,ENSP00000343140
ENSG00000178184,ENSP00000343144
ENSG00000082397,ENSP00000343158
ENSG00000138621,ENSP00000343190
ENSG00000213231,ENSP00000343223
ENSG00000122550,ENSP00000343273
ENSG00000167645,ENSP00000343435
ENSG00000206073,ENSP00000343445
ENSG00000161955,ENSP00000343505
ENSG00000171703,ENSP00000343515
ENSG00000162607,ENSP00000343526
ENSG00000187555,ENSP00000343535
ENSG00000116237,ENSP00000343552
ENSG00000172236,ENSP00000343577
ENSG00000078399,ENSP00000343619
ENSG00000140950,ENSP00000343635
ENSG00000187871,ENSP00000343636
ENSG00000131844,ENSP00000343657
ENSG00000187513,ENSP00000343676
ENSG00000113657,ENSP00000343690
ENSG00000114030,ENSP00000343701
ENSG00000187601,ENSP00000343706
ENSG00000175054,ENSP00000343741
ENSG00000162819,ENSP00000343742
ENSG00000188778,ENSP00000343782
ENSG00000136861,ENSP00000343818
ENSG00000242515,ENSP00000343838
ENSG00000148187,ENSP00000343867
ENSG00000127616,ENSP00000343896
ENSG00000139926,ENSP00000343899
ENSG00000187959,ENSP00000343900
ENSG00000140009,ENSP00000343925
ENSG00000112486,ENSP00000343952
ENSG00000159110,ENSP00000343957
ENSG00000121390,ENSP00000343966
ENSG00000158321,ENSP00000344087
ENSG00000144647,ENSP00000344125
ENSG00000106785,ENSP00000344208
ENSG00000164938,ENSP00000344215
ENSG00000140992,ENSP00000344220
ENSG00000140943,ENSP00000344223
ENSG00000100319,ENSP00000344241
ENSG00000188647,ENSP00000344299
ENSG00000046651,ENSP00000344314
ENSG00000162772,ENSP00000344352
ENSG00000119616,ENSP00000344393
ENSG00000187772,ENSP00000344401
ENSG00000169962,ENSP00000344411
ENSG00000175920,ENSP00000344432
ENSG00000162512,ENSP00000344468
ENSG00000153234,ENSP00000344479
ENSG00000104369,ENSP00000344488
ENSG00000188807,ENSP00000344503
ENSG00000189060,ENSP00000344504
ENSG00000161405,ENSP00000344544
ENSG00000189139,ENSP00000344579
ENSG00000113328,ENSP00000344635
ENSG00000186575,ENSP00000344666
ENSG00000124191,ENSP00000344724
ENSG00000186480,ENSP00000344741
ENSG00000163885,ENSP00000344749
ENSG00000106823,ENSP00000344758
ENSG00000163531,ENSP00000344786
ENSG00000124615,ENSP00000344794
ENSG00000166091,ENSP00000344819
ENSG00000173338,ENSP00000344820
ENSG00000171823,ENSP00000344855
ENSG00000118564,ENSP00000344866
ENSG00000198517,ENSP00000344903
ENSG00000175970,ENSP00000344942
ENSG00000140092,ENSP00000345008
ENSG00000065621,ENSP00000345023
ENSG00000139174,ENSP00000345064
ENSG00000034152,ENSP00000345083
ENSG00000106348,ENSP00000345096
ENSG00000187699,ENSP00000345107
ENSG00000125816,ENSP00000345147
ENSG00000189058,ENSP00000345179
ENSG00000188021,ENSP00000345195
ENSG00000142512,ENSP00000345243
ENSG00000159023,ENSP00000345259
ENSG00000128268,ENSP00000345270
ENSG00000166123,ENSP00000345282
ENSG00000101079,ENSP00000345292
ENSG00000148334,ENSP00000345341
ENSG00000135047,ENSP00000345344
ENSG00000189403,ENSP00000345347
ENSG00000114631,ENSP00000345359
ENSG00000136950,ENSP00000345361
ENSG00000167971,ENSP00000345436
ENSG00000100347,ENSP00000345445
ENSG00000187566,ENSP00000345464
ENSG00000111252,ENSP00000345492
ENSG00000113448,ENSP00000345502
ENSG00000101412,ENSP00000345571
ENSG00000168748,ENSP00000345659
ENSG00000145103,ENSP00000345667
ENSG00000164733,ENSP00000345672
ENSG00000179348,ENSP00000345681
ENSG00000001167,ENSP00000345702
ENSG00000187486,ENSP00000345708
ENSG00000136827,ENSP00000345719
ENSG00000165240,ENSP00000345728
ENSG00000168447,ENSP00000345751
ENSG00000087053,ENSP00000345752
ENSG00000135299,ENSP00000345767
ENSG00000007866,ENSP00000345772
ENSG00000188763,ENSP00000345785
ENSG00000100403,ENSP00000345793
ENSG00000147121,ENSP00000345797
ENSG00000165322,ENSP00000345808
ENSG00000186448,ENSP00000345809
ENSG00000005379,ENSP00000345824
ENSG00000124225,ENSP00000345826
ENSG00000162961,ENSP00000345837
ENSG00000136938,ENSP00000345848
ENSG00000130829,ENSP00000345853
ENSG00000091138,ENSP00000345873
ENSG00000093000,ENSP00000345895
ENSG00000145220,ENSP00000345917
ENSG00000171858,ENSP00000345957
ENSG00000156564,ENSP00000345985
ENSG00000100316,ENSP00000346001
ENSG00000165502,ENSP00000346012
ENSG00000166441,ENSP00000346015
ENSG00000122026,ENSP00000346027
ENSG00000137818,ENSP00000346037
ENSG00000145425,ENSP00000346050
ENSG00000180113,ENSP00000346065
ENSG00000163584,ENSP00000346080
ENSG00000116251,ENSP00000346088
ENSG00000167468,ENSP00000346103
ENSG00000140199,ENSP00000346112
ENSG00000165732,ENSP00000346120
ENSG00000198168,ENSP00000346130
ENSG00000125875,ENSP00000346139
ENSG00000187391,ENSP00000346151
ENSG00000198276,ENSP00000346155
ENSG00000162999,ENSP00000346160
ENSG00000160194,ENSP00000346196
ENSG00000168394,ENSP00000346206
ENSG00000116661,ENSP00000346240
ENSG00000198183,ENSP00000346251
ENSG00000196850,ENSP00000346255
ENSG00000163817,ENSP00000346298
ENSG00000099942,ENSP00000346300
ENSG00000119720,ENSP00000346335
ENSG00000198612,ENSP00000346340
ENSG00000196497,ENSP00000346453
ENSG00000105875,ENSP00000346466
ENSG00000198171,ENSP00000346483
ENSG00000111837,ENSP00000346484
ENSG00000277858,ENSP00000346509
ENSG00000196876,ENSP00000346534
ENSG00000197043,ENSP00000346550
ENSG00000054118,ENSP00000346634
ENSG00000086619,ENSP00000346635
ENSG00000156510,ENSP00000346643
ENSG00000104044,ENSP00000346659
ENSG00000196632,ENSP00000346667
ENSG00000010810,ENSP00000346671
ENSG00000197977,ENSP00000346693
ENSG00000104081,ENSP00000346697
ENSG00000100029,ENSP00000346725
ENSG00000197157,ENSP00000346762
ENSG00000241119,ENSP00000346768
ENSG00000196431,ENSP00000346805
ENSG00000197121,ENSP00000346809
ENSG00000115414,ENSP00000346839
ENSG00000197601,ENSP00000346874
ENSG00000136352,ENSP00000346879
ENSG00000095787,ENSP00000346986
ENSG00000152455,ENSP00000346997
ENSG00000146963,ENSP00000347005
ENSG00000166908,ENSP00000347032
ENSG00000122176,ENSP00000347041
ENSG00000138735,ENSP00000347046
ENSG00000173848,ENSP00000347134
ENSG00000197238,ENSP00000347168
ENSG00000140398,ENSP00000347170
ENSG00000197386,ENSP00000347184
ENSG00000197405,ENSP00000347197
ENSG00000196935,ENSP00000347198
ENSG00000197858,ENSP00000347206
ENSG00000054179,ENSP00000347213
ENSG00000197299,ENSP00000347232
ENSG00000198399,ENSP00000347244
ENSG00000100413,ENSP00000347345
ENSG00000185247,ENSP00000347358
ENSG00000185009,ENSP00000347408
ENSG00000197993,ENSP00000347409
ENSG00000141503,ENSP00000347427
ENSG00000154856,ENSP00000347433
ENSG00000196116,ENSP00000347444
ENSG00000169783,ENSP00000347451
ENSG00000131620,ENSP00000347454
ENSG00000139436,ENSP00000347464
ENSG00000166140,ENSP00000347498
ENSG00000092054,ENSP00000347507
ENSG00000187164,ENSP00000347532
ENSG00000103528,ENSP00000347538
ENSG00000151892,ENSP00000347591
ENSG00000032219,ENSP00000347602
ENSG00000177732,ENSP00000347646
ENSG00000198055,ENSP00000347655
ENSG00000173218,ENSP00000347672
ENSG00000079482,ENSP00000347710
ENSG00000186431,ENSP00000347714
ENSG00000011332,ENSP00000347716
ENSG00000172893,ENSP00000347717
ENSG00000141556,ENSP00000347719
ENSG00000182557,ENSP00000347721
ENSG00000172367,ENSP00000347742
ENSG00000078269,ENSP00000347792
ENSG00000133131,ENSP00000347821
ENSG00000005812,ENSP00000347834
ENSG00000186591,ENSP00000347836
ENSG00000166987,ENSP00000347896
ENSG00000197557,ENSP00000347915
ENSG00000183281,ENSP00000347933
ENSG00000165731,ENSP00000347942
ENSG00000157873,ENSP00000347948
ENSG00000185246,ENSP00000348010
ENSG00000119899,ENSP00000348019
ENSG00000119684,ENSP00000348020
ENSG00000156219,ENSP00000348064
ENSG00000197992,ENSP00000348074
ENSG00000225830,ENSP00000348089
ENSG00000196923,ENSP00000348099
ENSG00000131773,ENSP00000348108
ENSG00000102024,ENSP00000348163
ENSG00000197265,ENSP00000348168
ENSG00000257017,ENSP00000348170
ENSG00000101166,ENSP00000348206
ENSG00000198650,ENSP00000348234
ENSG00000198648,ENSP00000348278
ENSG00000189409,ENSP00000348308
ENSG00000152582,ENSP00000348314
ENSG00000148700,ENSP00000348381
ENSG00000197170,ENSP00000348442
ENSG00000198382,ENSP00000348455
ENSG00000153086,ENSP00000348459
ENSG00000151322,ENSP00000348460
ENSG00000035115,ENSP00000348471
ENSG00000168297,ENSP00000348472
ENSG00000156860,ENSP00000348489
ENSG00000077235,ENSP00000348510
ENSG00000130177,ENSP00000348554
ENSG00000140326,ENSP00000348564
ENSG00000081307,ENSP00000348565
ENSG00000127914,ENSP00000348573
ENSG00000198301,ENSP00000348596
ENSG00000078053,ENSP00000348602
ENSG00000125826,ENSP00000348632
ENSG00000160593,ENSP00000348635
ENSG00000147485,ENSP00000348645
ENSG00000139629,ENSP00000348668
ENSG00000119682,ENSP00000348714
ENSG00000198003,ENSP00000348757
ENSG00000177479,ENSP00000348769
ENSG00000110697,ENSP00000348772
ENSG00000087008,ENSP00000348775
ENSG00000101605,ENSP00000348821
ENSG00000175063,ENSP00000348838
ENSG00000214595,ENSP00000348842
ENSG00000162896,ENSP00000348888
ENSG00000149451,ENSP00000348912
ENSG00000277224,ENSP00000348924
ENSG00000169218,ENSP00000348944
ENSG00000198162,ENSP00000348959
ENSG00000197102,ENSP00000348965
ENSG00000162591,ENSP00000348982
ENSG00000159140,ENSP00000348984
ENSG00000142655,ENSP00000349016
ENSG00000198576,ENSP00000349022
ENSG00000198435,ENSP00000349041
ENSG00000198681,ENSP00000349085
ENSG00000182087,ENSP00000349087
ENSG00000163605,ENSP00000349124
ENSG00000146374,ENSP00000349131
ENSG00000165629,ENSP00000349142
ENSG00000124508,ENSP00000349143
ENSG00000119946,ENSP00000349147
ENSG00000196455,ENSP00000349205
ENSG00000197181,ENSP00000349208
ENSG00000005844,ENSP00000349252
ENSG00000115306,ENSP00000349259
ENSG00000206177,ENSP00000349270
ENSG00000196422,ENSP00000349274
ENSG00000007944,ENSP00000349298
ENSG00000187736,ENSP00000349313
ENSG00000153956,ENSP00000349320
ENSG00000173535,ENSP00000349324
ENSG00000185963,ENSP00000349351
ENSG00000197272,ENSP00000349365
ENSG00000119688,ENSP00000349396
ENSG00000011304,ENSP00000349428
ENSG00000197903,ENSP00000349430
ENSG00000143537,ENSP00000349436
ENSG00000197081,ENSP00000349437
ENSG00000180900,ENSP00000349486
ENSG00000197273,ENSP00000349493
ENSG00000177469,ENSP00000349541
ENSG00000164751,ENSP00000349543
ENSG00000100033,ENSP00000349577
ENSG00000145362,ENSP00000349588
ENSG00000006831,ENSP00000349616
ENSG00000196236,ENSP00000349658
ENSG00000125971,ENSP00000349679
ENSG00000196743,ENSP00000349687
ENSG00000188706,ENSP00000349689
ENSG00000164520,ENSP00000349709
ENSG00000127152,ENSP00000349723
ENSG00000116560,ENSP00000349748
ENSG00000197769,ENSP00000349785
ENSG00000112280,ENSP00000349790
ENSG00000138375,ENSP00000349823
ENSG00000169891,ENSP00000349824
ENSG00000198380,ENSP00000349860
ENSG00000197487,ENSP00000349884
ENSG00000196976,ENSP00000349923
ENSG00000182330,ENSP00000349931
ENSG00000104827,ENSP00000349954
ENSG00000159224,ENSP00000350005
ENSG00000123983,ENSP00000350012
ENSG00000151474,ENSP00000350032
ENSG00000077935,ENSP00000350036
ENSG00000196792,ENSP00000350071
ENSG00000242498,ENSP00000350075
ENSG00000139675,ENSP00000350090
ENSG00000167272,ENSP00000350098
ENSG00000198523,ENSP00000350132
ENSG00000196074,ENSP00000350162
ENSG00000114416,ENSP00000350170
ENSG00000180616,ENSP00000350198
ENSG00000100280,ENSP00000350199
ENSG00000128513,ENSP00000350249
ENSG00000173585,ENSP00000350256
ENSG00000162777,ENSP00000350266
ENSG00000096070,ENSP00000350267
ENSG00000162695,ENSP00000350278
ENSG00000058668,ENSP00000350310
ENSG00000086967,ENSP00000350332
ENSG00000196277,ENSP00000350348
ENSG00000116726,ENSP00000350358
ENSG00000146592,ENSP00000350359
ENSG00000172260,ENSP00000350364
ENSG00000197063,ENSP00000350369
ENSG00000147533,ENSP00000350378
ENSG00000188419,ENSP00000350386
ENSG00000110244,ENSP00000350425
ENSG00000163535,ENSP00000350447
ENSG00000198056,ENSP00000350491
ENSG00000121022,ENSP00000350512
ENSG00000188620,ENSP00000350549
ENSG00000095587,ENSP00000350630
ENSG00000197019,ENSP00000350633
ENSG00000196678,ENSP00000350651
ENSG00000183844,ENSP00000350673
ENSG00000158711,ENSP00000350681
ENSG00000176915,ENSP00000350686
ENSG00000213782,ENSP00000350698
ENSG00000119318,ENSP00000350708
ENSG00000072182,ENSP00000350786
ENSG00000151623,ENSP00000350815
ENSG00000066382,ENSP00000350833
ENSG00000196092,ENSP00000350844
ENSG00000198157,ENSP00000350848
ENSG00000197006,ENSP00000350874
ENSG00000178075,ENSP00000350881
ENSG00000196411,ENSP00000350896
ENSG00000128683,ENSP00000350928
ENSG00000177548,ENSP00000350934
ENSG00000135269,ENSP00000350937
ENSG00000198471,ENSP00000350976
ENSG00000196712,ENSP00000351015
ENSG00000091732,ENSP00000351052
ENSG00000076924,ENSP00000351137
ENSG00000119599,ENSP00000351147
ENSG00000198513,ENSP00000351155
ENSG00000138346,ENSP00000351185
ENSG00000151655,ENSP00000351190
ENSG00000164440,ENSP00000351206
ENSG00000142627,ENSP00000351209
ENSG00000196683,ENSP00000351214
ENSG00000197323,ENSP00000351250
ENSG00000002016,ENSP00000351284
ENSG00000205220,ENSP00000351314
ENSG00000196844,ENSP00000351325
ENSG00000147081,ENSP00000351327
ENSG00000110786,ENSP00000351342
ENSG00000196711,ENSP00000351345
ENSG00000196570,ENSP00000351379
ENSG00000198498,ENSP00000351380
ENSG00000143437,ENSP00000351407
ENSG00000006015,ENSP00000351422
ENSG00000197465,ENSP00000351430
ENSG00000196363,ENSP00000351446
ENSG00000196329,ENSP00000351473
ENSG00000125952,ENSP00000351490
ENSG00000072694,ENSP00000351497
ENSG00000165661,ENSP00000351536
ENSG00000179456,ENSP00000351539
ENSG00000145734,ENSP00000351575
ENSG00000196747,ENSP00000351589
ENSG00000196338,ENSP00000351591
ENSG00000196371,ENSP00000351602
ENSG00000164930,ENSP00000351605
ENSG00000185666,ENSP00000351614
ENSG00000108187,ENSP00000351619
ENSG00000172469,ENSP00000351669
ENSG00000115009,ENSP00000351671
ENSG00000196475,ENSP00000351706
ENSG00000149488,ENSP00000351732
ENSG00000171204,ENSP00000351737
ENSG00000165280,ENSP00000351777
ENSG00000197329,ENSP00000351789
ENSG00000138347,ENSP00000351790
ENSG00000038358,ENSP00000351811
ENSG00000198060,ENSP00000351813
ENSG00000118873,ENSP00000351832
ENSG00000183206,ENSP00000351856
ENSG00000197442,ENSP00000351908
ENSG00000198642,ENSP00000351933
ENSG00000172572,ENSP00000351957
ENSG00000006283,ENSP00000352011
ENSG00000273899,ENSP00000352021
ENSG00000075043,ENSP00000352035
ENSG00000198373,ENSP00000352069
ENSG00000196787,ENSP00000352119
ENSG00000183853,ENSP00000352138
ENSG00000170965,ENSP00000352173
ENSG00000138119,ENSP00000352208
ENSG00000109511,ENSP00000352248
ENSG00000197153,ENSP00000352252
ENSG00000198087,ENSP00000352264
ENSG00000141933,ENSP00000352265
ENSG00000196584,ENSP00000352271
ENSG00000177791,ENSP00000352272
ENSG00000197776,ENSP00000352282
ENSG00000196576,ENSP00000352288
ENSG00000197705,ENSP00000352314
ENSG00000165125,ENSP00000352358
ENSG00000126883,ENSP00000352400
ENSG00000197713,ENSP00000352401
ENSG00000158815,ENSP00000352414
ENSG00000182795,ENSP00000352447
ENSG00000197614,ENSP00000352455
ENSG00000196663,ENSP00000352510
ENSG00000197965,ENSP00000352513
ENSG00000130816,ENSP00000352516
ENSG00000047249,ENSP00000352522
ENSG00000164107,ENSP00000352565
ENSG00000160299,ENSP00000352572
ENSG00000198074,ENSP00000352584
ENSG00000196218,ENSP00000352608
ENSG00000278677,ENSP00000352627
ENSG00000198874,ENSP00000352645
ENSG00000019995,ENSP00000352676
ENSG00000156502,ENSP00000352678
ENSG00000198130,ENSP00000352706
ENSG00000138757,ENSP00000352738
ENSG00000134242,ENSP00000352833
ENSG00000143171,ENSP00000352900
ENSG00000197905,ENSP00000352926
ENSG00000130311,ENSP00000352928
ENSG00000100461,ENSP00000352956
ENSG00000066739,ENSP00000353010
ENSG00000176435,ENSP00000353013
ENSG00000142949,ENSP00000353030
ENSG00000198445,ENSP00000353048
ENSG00000196126,ENSP00000353099
ENSG00000196511,ENSP00000353165
ENSG00000196734,ENSP00000353203
ENSG00000187624,ENSP00000353245
ENSG00000198042,ENSP00000353246
ENSG00000087502,ENSP00000353270
ENSG00000126259,ENSP00000353331
ENSG00000258366,ENSP00000353332
ENSG00000185010,ENSP00000353393
ENSG00000147065,ENSP00000353408
ENSG00000157087,ENSP00000353414
ENSG00000197969,ENSP00000353422
ENSG00000111540,ENSP00000353444
ENSG00000065534,ENSP00000353452
ENSG00000181885,ENSP00000353475
ENSG00000064999,ENSP00000353518
ENSG00000070785,ENSP00000353575
ENSG00000133026,ENSP00000353590
ENSG00000213648,ENSP00000353600
ENSG00000134762,ENSP00000353608
ENSG00000134871,ENSP00000353654
ENSG00000198848,ENSP00000353720
ENSG00000197635,ENSP00000353731
ENSG00000197579,ENSP00000353735
ENSG00000120705,ENSP00000353741
ENSG00000197683,ENSP00000353742
ENSG00000171368,ENSP00000353785
ENSG00000198554,ENSP00000353793
ENSG00000196365,ENSP00000353826
ENSG00000133083,ENSP00000353846
ENSG00000239732,ENSP00000353874
ENSG00000159625,ENSP00000353942
ENSG00000119121,ENSP00000354006
ENSG00000168000,ENSP00000354032
ENSG00000107937,ENSP00000354040
ENSG00000254415,ENSP00000354090
ENSG00000130119,ENSP00000354091
ENSG00000101152,ENSP00000354111
ENSG00000106263,ENSP00000354125
ENSG00000082805,ENSP00000354158
ENSG00000159202,ENSP00000354201
ENSG00000165804,ENSP00000354206
ENSG00000125430,ENSP00000354213
ENSG00000104881,ENSP00000354218
ENSG00000060762,ENSP00000354223
ENSG00000109625,ENSP00000354255
ENSG00000168925,ENSP00000354294
ENSG00000197629,ENSP00000354335
ENSG00000144744,ENSP00000354340
ENSG00000134202,ENSP00000354357
ENSG00000050555,ENSP00000354360
ENSG00000168411,ENSP00000354361
ENSG00000132698,ENSP00000354376
ENSG00000115415,ENSP00000354394
ENSG00000151882,ENSP00000354416
ENSG00000183856,ENSP00000354451
ENSG00000157131,ENSP00000354458
ENSG00000198911,ENSP00000354476
ENSG00000144355,ENSP00000354478
ENSG00000159173,ENSP00000354488
ENSG00000018625,ENSP00000354490
ENSG00000198690,ENSP00000354497
ENSG00000198839,ENSP00000354501
ENSG00000093010,ENSP00000354511
ENSG00000198783,ENSP00000354518
ENSG00000198900,ENSP00000354522
ENSG00000143314,ENSP00000354525
ENSG00000198805,ENSP00000354532
ENSG00000198793,ENSP00000354558
ENSG00000075945,ENSP00000354560
ENSG00000198851,ENSP00000354566
ENSG00000197345,ENSP00000354580
ENSG00000198704,ENSP00000354581
ENSG00000163251,ENSP00000354607
ENSG00000095303,ENSP00000354612
ENSG00000095397,ENSP00000354623
ENSG00000064995,ENSP00000354633
ENSG00000211452,ENSP00000354643
ENSG00000164128,ENSP00000354652
ENSG00000046774,ENSP00000354660
ENSG00000086015,ENSP00000354671
ENSG00000116157,ENSP00000354677
ENSG00000119979,ENSP00000354688
ENSG00000165915,ENSP00000354689
ENSG00000143297,ENSP00000354691
ENSG00000108055,ENSP00000354720
ENSG00000198692,ENSP00000354722
ENSG00000123569,ENSP00000354723
ENSG00000185619,ENSP00000354724
ENSG00000197958,ENSP00000354739
ENSG00000198700,ENSP00000354742
ENSG00000183978,ENSP00000354762
ENSG00000196814,ENSP00000354772
ENSG00000174469,ENSP00000354778
ENSG00000198821,ENSP00000354782
ENSG00000198795,ENSP00000354794
ENSG00000198917,ENSP00000354812
ENSG00000132530,ENSP00000354822
ENSG00000122786,ENSP00000354826
ENSG00000145358,ENSP00000354830
ENSG00000116584,ENSP00000354837
ENSG00000198954,ENSP00000354848
ENSG00000198408,ENSP00000354850
ENSG00000082641,ENSP00000354855
ENSG00000149295,ENSP00000354859
ENSG00000139116,ENSP00000354878
ENSG00000198774,ENSP00000354884
ENSG00000140107,ENSP00000354886
ENSG00000169562,ENSP00000354900
ENSG00000138755,ENSP00000354901
ENSG00000158458,ENSP00000354910
ENSG00000145365,ENSP00000354911
ENSG00000198934,ENSP00000354912
ENSG00000010165,ENSP00000354920
ENSG00000198947,ENSP00000354923
ENSG00000174125,ENSP00000354932
ENSG00000198898,ENSP00000354947
ENSG00000033327,ENSP00000354952
ENSG00000198887,ENSP00000354957
ENSG00000135040,ENSP00000354972
ENSG00000198914,ENSP00000355001
ENSG00000143621,ENSP00000355011
ENSG00000198730,ENSP00000355013
ENSG00000162062,ENSP00000355022
ENSG00000198844,ENSP00000355026
ENSG00000198919,ENSP00000355028
ENSG00000132792,ENSP00000355050
ENSG00000197780,ENSP00000355051
ENSG00000169189,ENSP00000355077
ENSG00000198736,ENSP00000355084
ENSG00000112531,ENSP00000355094
ENSG00000198732,ENSP00000355110
ENSG00000198876,ENSP00000355114
ENSG00000171345,ENSP00000355124
ENSG00000198929,ENSP00000355133
ENSG00000120094,ENSP00000355140
ENSG00000162430,ENSP00000355141
ENSG00000198785,ENSP00000355155
ENSG00000143452,ENSP00000355167
ENSG00000142156,ENSP00000355180
ENSG00000198924,ENSP00000355185
ENSG00000198739,ENSP00000355187
ENSG00000081248,ENSP00000355192
ENSG00000198830,ENSP00000355228
ENSG00000198807,ENSP00000355245
ENSG00000007968,ENSP00000355249
ENSG00000198920,ENSP00000355250
ENSG00000198546,ENSP00000355251
ENSG00000198729,ENSP00000355260
ENSG00000198952,ENSP00000355261
ENSG00000198791,ENSP00000355279
ENSG00000080823,ENSP00000355304
ENSG00000198912,ENSP00000355306
ENSG00000165996,ENSP00000355308
ENSG00000198918,ENSP00000355315
ENSG00000198822,ENSP00000355316
ENSG00000198894,ENSP00000355319
ENSG00000100804,ENSP00000355325
ENSG00000198959,ENSP00000355330
ENSG00000244509,ENSP00000355340
ENSG00000196776,ENSP00000355361
ENSG00000242689,ENSP00000355370
ENSG00000162482,ENSP00000355377
ENSG00000198858,ENSP00000355385
ENSG00000196199,ENSP00000355388
ENSG00000198799,ENSP00000355396
ENSG00000189064,ENSP00000355421
ENSG00000175137,ENSP00000355428
ENSG00000162852,ENSP00000355470
ENSG00000162851,ENSP00000355471
ENSG00000179397,ENSP00000355492
ENSG00000035687,ENSP00000355493
ENSG00000054282,ENSP00000355499
ENSG00000143702,ENSP00000355500
ENSG00000174371,ENSP00000355506
ENSG00000203668,ENSP00000355511
ENSG00000054277,ENSP00000355512
ENSG00000117009,ENSP00000355517
ENSG00000091483,ENSP00000355518
ENSG00000198626,ENSP00000355533
ENSG00000116984,ENSP00000355536
ENSG00000077522,ENSP00000355537
ENSG00000119285,ENSP00000355541
ENSG00000162885,ENSP00000355559
ENSG00000173726,ENSP00000355566
ENSG00000168264,ENSP00000355568
ENSG00000168275,ENSP00000355574
ENSG00000135750,ENSP00000355580
ENSG00000116918,ENSP00000355599
ENSG00000135766,ENSP00000355601
ENSG00000116903,ENSP00000355605
ENSG00000116906,ENSP00000355607
ENSG00000143633,ENSP00000355609
ENSG00000182118,ENSP00000355614
ENSG00000119280,ENSP00000355623
ENSG00000135744,ENSP00000355627
ENSG00000135775,ENSP00000355629
ENSG00000143641,ENSP00000355632
ENSG00000135776,ENSP00000355637
ENSG00000143632,ENSP00000355645
ENSG00000168118,ENSP00000355651
ENSG00000116574,ENSP00000355652
ENSG00000168148,ENSP00000355657
ENSG00000181873,ENSP00000355672
ENSG00000198835,ENSP00000355675
ENSG00000198719,ENSP00000355718
ENSG00000130023,ENSP00000355735
ENSG00000184786,ENSP00000355736
ENSG00000143801,ENSP00000355747
ENSG00000143799,ENSP00000355759
ENSG00000164488,ENSP00000355760
ENSG00000182827,ENSP00000355777
ENSG00000163041,ENSP00000355780
ENSG00000143768,ENSP00000355785
ENSG00000120436,ENSP00000355799
ENSG00000213066,ENSP00000355812
ENSG00000143756,ENSP00000355827
ENSG00000203697,ENSP00000355837
ENSG00000185345,ENSP00000355865
ENSG00000143507,ENSP00000355866
ENSG00000136630,ENSP00000355870
ENSG00000117791,ENSP00000355880
ENSG00000067704,ENSP00000355889
ENSG00000136628,ENSP00000355890
ENSG00000196660,ENSP00000355893
ENSG00000067533,ENSP00000355899
ENSG00000092978,ENSP00000355902
ENSG00000112499,ENSP00000355920
ENSG00000117724,ENSP00000355922
ENSG00000152104,ENSP00000355923
ENSG00000143499,ENSP00000355924
ENSG00000117707,ENSP00000355925
ENSG00000174606,ENSP00000355929
ENSG00000175003,ENSP00000355930
ENSG00000162769,ENSP00000355938
ENSG00000117697,ENSP00000355944
ENSG00000117691,ENSP00000355955
ENSG00000143476,ENSP00000355958
ENSG00000143493,ENSP00000355961
ENSG00000123684,ENSP00000355964
ENSG00000117650,ENSP00000355966
ENSG00000170385,ENSP00000355968
ENSG00000082497,ENSP00000355979
ENSG00000117595,ENSP00000355988
ENSG00000123689,ENSP00000355996
ENSG00000076356,ENSP00000356000
ENSG00000112110,ENSP00000356001
ENSG00000120437,ENSP00000356015
ENSG00000203710,ENSP00000356016
ENSG00000117322,ENSP00000356024
ENSG00000164691,ENSP00000356033
ENSG00000123838,ENSP00000356037
ENSG00000123836,ENSP00000356047
ENSG00000146425,ENSP00000356056
ENSG00000162891,ENSP00000356065
ENSG00000162889,ENSP00000356070
ENSG00000198049,ENSP00000356094
ENSG00000162877,ENSP00000356104
ENSG00000133065,ENSP00000356105
ENSG00000117280,ENSP00000356107
ENSG00000069275,ENSP00000356110
ENSG00000158715,ENSP00000356113
ENSG00000186007,ENSP00000356121
ENSG00000029639,ENSP00000356134
ENSG00000198625,ENSP00000356150
ENSG00000158615,ENSP00000356156
ENSG00000170498,ENSP00000356162
ENSG00000143842,ENSP00000356172
ENSG00000188770,ENSP00000356191
ENSG00000133063,ENSP00000356198
ENSG00000112031,ENSP00000356202
ENSG00000146469,ENSP00000356213
ENSG00000159348,ENSP00000356218
ENSG00000131018,ENSP00000356224
ENSG00000117153,ENSP00000356230
ENSG00000183155,ENSP00000356231
ENSG00000143858,ENSP00000356237
ENSG00000133067,ENSP00000356247
ENSG00000170075,ENSP00000356251
ENSG00000134375,ENSP00000356256
ENSG00000163431,ENSP00000356257
ENSG00000131019,ENSP00000356308
ENSG00000155918,ENSP00000356310
